CAR_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1_IMPROVEMENT,S2_IMPROVEMENT,S3_IMPROVEMENT,KPH,DRIVER_NAME,PIT_TIME,TEAM,LOCATION,EVENT,PITSTOP_TAKEN,EVENT_TYPE
36,11,80,0,A,0,0,0,112.9,LOTTERER,0.0,TAG,L3,P3,False,P
36,12,84,0,A,0,0,0,123.9,LOTTERER,0.0,TAG,L3,P3,False,P
36,13,72,0,A,0,0,0,123.4,LOTTERER,0.0,TAG,L3,P3,False,P
36,14,118,0,A,0,0,0,124.8,LOTTERER,0.0,TAG,L3,P3,False,P
36,15,88,0,A,0,0,0,115.1,LOTTERER,0.0,TAG,L3,P3,False,P
36,16,120,0,A,0,0,0,123.5,LOTTERER,0.0,TAG,L3,P3,False,P
36,17,101,0,B,0,0,0,117.1,LOTTERER,0.0,TAG,L3,P3,False,P
36,18,114,0,A,0,0,0,75.0,LOTTERER,60.9,TAG,L3,P3,True,P
36,19,93,0,A,0,0,0,119.1,LOTTERER,0.0,TAG,L3,P3,False,P
36,20,95,3,A,2,2,3,127.6,LOTTERER,0.0,TAG,L3,P3,False,P
36,21,103,0,A,0,0,0,118.1,LOTTERER,0.0,TAG,L3,P3,False,P
37,1,97,0,A,0,0,0,85.7,CASSIDY,26.3,ENVISION,L3,P3,True,P
37,2,94,0,A,0,0,0,115.6,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,3,96,0,A,0,0,0,121.7,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,4,85,0,A,0,0,0,122.5,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,5,78,0,A,0,0,0,116.4,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,6,69,0,B,0,0,0,65.7,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,7,140,0,A,0,0,0,29.6,CASSIDY,303.8,ENVISION,L3,P3,True,P
37,8,110,0,A,0,0,0,118.0,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,9,74,0,A,3,0,0,126.3,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,10,92,0,A,0,0,0,120.5,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,11,74,0,A,0,0,0,120.2,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,12,108,0,A,0,0,0,119.5,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,13,94,0,B,0,0,0,115.1,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,14,145,0,A,0,0,0,20.5,CASSIDY,489.7,ENVISION,L3,P3,True,P
37,15,109,0,A,0,0,0,116.4,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,16,73,2,A,0,2,2,127.0,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,17,79,0,A,0,0,0,102.5,CASSIDY,0.0,ENVISION,L3,P3,False,P
37,18,90,0,A,0,0,0,121.0,CASSIDY,0.0,ENVISION,L3,P3,False,P
4,1,71,0,A,0,0,0,87.2,FRIJNS,24.6,ENVISION,L3,P3,True,P
4,2,114,0,A,0,0,0,116.8,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,3,77,0,A,0,0,0,121.0,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,4,91,0,A,0,0,0,120.1,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,5,156,0,A,0,0,0,119.6,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,6,149,0,B,0,0,0,68.4,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,7,119,0,A,0,0,0,36.3,FRIJNS,236.7,ENVISION,L3,P3,True,P
4,8,84,0,A,0,0,0,120.1,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,9,89,2,A,0,0,2,125.2,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,10,91,0,A,0,0,0,119.1,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,11,71,0,A,0,0,0,120.2,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,12,106,0,A,0,0,0,119.1,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,13,98,0,B,0,0,0,116.5,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,14,81,0,A,0,0,0,17.8,FRIJNS,579.6,ENVISION,L3,P3,True,P
4,15,103,0,A,0,0,0,114.3,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,16,113,0,A,2,0,0,112.9,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,17,115,0,A,0,2,0,124.2,FRIJNS,0.0,ENVISION,L3,P3,False,P
4,18,92,0,A,0,0,0,105.6,FRIJNS,0.0,ENVISION,L3,P3,False,P
48,1,105,0,A,0,0,0,76.6,MORTARA,39.5,ROKIT,L3,P3,True,P
48,2,92,0,A,0,0,0,118.3,MORTARA,0.0,ROKIT,L3,P3,False,P
48,3,74,0,A,0,0,0,120.8,MORTARA,0.0,ROKIT,L3,P3,False,P
48,4,73,0,A,0,0,0,121.8,MORTARA,0.0,ROKIT,L3,P3,False,P
48,5,84,0,B,0,0,0,30.1,MORTARA,0.0,ROKIT,L3,P3,False,P
48,6,92,0,A,0,0,0,12.9,MORTARA,840.6,ROKIT,L3,P3,True,P
48,7,79,0,A,0,0,0,121.8,MORTARA,0.0,ROKIT,L3,P3,False,P
48,8,93,0,A,0,0,0,124.4,MORTARA,0.0,ROKIT,L3,P3,False,P
48,9,101,0,A,0,0,0,120.1,MORTARA,0.0,ROKIT,L3,P3,False,P
48,10,90,0,B,2,0,0,109.0,MORTARA,0.0,ROKIT,L3,P3,False,P
48,11,88,0,A,0,0,0,66.5,MORTARA,82.6,ROKIT,L3,P3,True,P
48,12,69,0,A,0,0,0,121.2,MORTARA,0.0,ROKIT,L3,P3,False,P
48,13,100,2,A,0,2,2,125.8,MORTARA,0.0,ROKIT,L3,P3,False,P
48,14,95,0,A,0,0,0,124.1,MORTARA,0.0,ROKIT,L3,P3,False,P
48,15,74,0,B,0,0,0,116.7,MORTARA,0.0,ROKIT,L3,P3,False,P
5,1,102,0,A,0,0,0,92.7,VANDOORNE,18.6,MERCEDES,L3,P3,True,P
5,2,94,0,A,0,0,0,115.1,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,3,98,0,A,0,0,0,118.0,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,4,82,0,A,0,0,0,118.8,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,5,68,0,A,0,0,0,119.4,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,6,94,0,B,0,0,0,69.6,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,7,92,0,A,0,0,0,40.2,VANDOORNE,199.1,MERCEDES,L3,P3,True,P
5,8,117,0,A,0,0,0,117.5,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,9,85,0,A,0,0,0,122.6,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,10,71,0,A,0,0,0,122.7,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,11,72,0,B,0,0,0,114.0,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,12,102,0,A,0,0,0,40.2,VANDOORNE,203.8,MERCEDES,L3,P3,True,P
5,13,25,0,A,0,0,2,125.1,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,14,91,0,A,0,0,0,107.0,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,15,99,0,A,0,0,0,122.9,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,16,88,0,B,0,0,0,111.9,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,17,99,0,A,0,0,0,59.3,VANDOORNE,106.3,MERCEDES,L3,P3,True,P
5,18,72,0,A,0,0,0,107.6,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,19,95,2,A,2,2,0,126.6,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,20,101,0,A,0,0,0,112.6,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
5,21,116,0,A,0,0,0,120.9,VANDOORNE,0.0,MERCEDES,L3,P3,False,P
6,1,101,0,A,0,0,0,65.3,MULLER,79.8,DRAGON,L3,P3,True,P
6,2,123,0,A,0,0,0,116.6,MULLER,0.0,DRAGON,L3,P3,False,P
6,3,102,0,A,0,0,0,120.3,MULLER,0.0,DRAGON,L3,P3,False,P
6,4,93,0,A,0,0,0,115.6,MULLER,0.0,DRAGON,L3,P3,False,P
6,5,107,0,B,0,0,0,105.0,MULLER,0.0,DRAGON,L3,P3,False,P
6,6,96,0,A,0,0,0,29.5,MULLER,308.9,DRAGON,L3,P3,True,P
6,7,96,0,A,0,0,0,118.7,MULLER,0.0,DRAGON,L3,P3,False,P
6,8,101,0,A,0,0,0,122.2,MULLER,0.0,DRAGON,L3,P3,False,P
6,9,105,0,A,0,0,0,123.3,MULLER,0.0,DRAGON,L3,P3,False,P
6,10,113,0,B,0,0,0,112.4,MULLER,0.0,DRAGON,L3,P3,False,P
6,11,93,0,A,0,0,0,23.8,MULLER,414.1,DRAGON,L3,P3,True,P
6,12,106,0,A,0,0,0,116.1,MULLER,0.0,DRAGON,L3,P3,False,P
6,13,94,0,A,0,0,2,124.9,MULLER,0.0,DRAGON,L3,P3,False,P
6,14,105,0,B,0,0,0,119.5,MULLER,0.0,DRAGON,L3,P3,False,P
6,15,75,0,A,0,0,0,27.9,MULLER,336.9,DRAGON,L3,P3,True,P
6,16,75,2,A,2,2,0,125.4,MULLER,0.0,DRAGON,L3,P3,False,P
7,1,87,0,A,0,0,0,69.4,CAMARA,49.8,DRAGON,L3,P3,True,P
7,2,102,0,A,0,0,0,115.8,CAMARA,0.0,DRAGON,L3,P3,False,P
7,3,97,0,A,0,0,0,121.0,CAMARA,0.0,DRAGON,L3,P3,False,P
7,4,91,0,A,0,0,0,121.5,CAMARA,0.0,DRAGON,L3,P3,False,P
7,5,93,0,B,0,0,0,110.6,CAMARA,0.0,DRAGON,L3,P3,False,P
7,6,70,0,A,0,0,0,27.7,CAMARA,327.1,DRAGON,L3,P3,True,P
7,7,154,0,A,0,0,0,121.2,CAMARA,0.0,DRAGON,L3,P3,False,P
7,8,123,0,A,0,0,0,123.2,CAMARA,0.0,DRAGON,L3,P3,False,P
7,9,71,0,A,0,0,0,124.1,CAMARA,0.0,DRAGON,L3,P3,False,P
7,10,126,0,B,0,0,0,115.1,CAMARA,0.0,DRAGON,L3,P3,False,P
7,11,88,0,A,0,0,0,24.1,CAMARA,402.9,DRAGON,L3,P3,True,P
7,12,92,0,A,0,0,0,118.0,CAMARA,0.0,DRAGON,L3,P3,False,P
7,13,109,2,A,2,2,2,126.9,CAMARA,0.0,DRAGON,L3,P3,False,P
7,14,94,0,B,0,0,0,117.1,CAMARA,0.0,DRAGON,L3,P3,False,P
7,15,120,0,A,0,0,0,35.3,CAMARA,239.9,DRAGON,L3,P3,True,P
7,16,82,0,A,0,0,0,108.2,CAMARA,0.0,DRAGON,L3,P3,False,P
71,1,110,0,A,0,0,0,79.1,NATO,36.3,ROKIT,L3,P3,True,P
71,2,73,0,A,0,0,0,118.5,NATO,0.0,ROKIT,L3,P3,False,P
71,3,97,0,A,0,0,0,120.2,NATO,0.0,ROKIT,L3,P3,False,P
71,4,99,0,A,0,0,0,107.5,NATO,0.0,ROKIT,L3,P3,False,P
71,5,72,0,A,0,0,0,117.9,NATO,0.0,ROKIT,L3,P3,False,P
71,6,73,0,B,0,0,0,54.6,NATO,0.0,ROKIT,L3,P3,False,P
71,7,103,0,A,0,0,0,49.3,NATO,130.8,ROKIT,L3,P3,True,P
71,8,83,0,A,0,0,0,121.5,NATO,0.0,ROKIT,L3,P3,False,P
71,9,93,0,A,0,0,0,122.4,NATO,0.0,ROKIT,L3,P3,False,P
71,10,128,0,A,0,0,0,124.0,NATO,0.0,ROKIT,L3,P3,False,P
71,11,93,0,A,0,0,0,120.3,NATO,0.0,ROKIT,L3,P3,False,P
71,12,93,0,A,0,0,0,121.1,NATO,0.0,ROKIT,L3,P3,False,P
71,13,96,0,A,0,0,0,121.9,NATO,0.0,ROKIT,L3,P3,False,P
71,14,88,0,A,0,0,0,122.2,NATO,0.0,ROKIT,L3,P3,False,P
71,15,130,0,A,0,0,0,122.5,NATO,0.0,ROKIT,L3,P3,False,P
71,16,91,0,A,0,0,0,107.5,NATO,0.0,ROKIT,L3,P3,False,P
71,17,108,0,B,0,0,0,118.7,NATO,0.0,ROKIT,L3,P3,False,P
71,18,83,0,A,0,0,0,69.7,NATO,73.5,ROKIT,L3,P3,True,P
71,19,76,0,A,0,0,0,118.6,NATO,0.0,ROKIT,L3,P3,False,P
71,20,151,0,A,0,0,2,126.6,NATO,0.0,ROKIT,L3,P3,False,P
71,21,87,0,A,0,0,0,109.5,NATO,0.0,ROKIT,L3,P3,False,P
71,22,72,2,A,2,2,0,126.9,NATO,0.0,ROKIT,L3,P3,False,P
71,23,89,0,B,0,0,0,101.0,NATO,0.0,ROKIT,L3,P3,False,P
8,1,75,0,A,0,0,0,42.5,TURVEY,173.5,NIO,L3,P3,True,P
8,2,112,0,A,0,0,0,116.9,TURVEY,0.0,NIO,L3,P3,False,P
8,3,108,0,A,0,0,0,119.3,TURVEY,0.0,NIO,L3,P3,False,P
8,4,93,0,B,0,0,0,107.5,TURVEY,0.0,NIO,L3,P3,False,P
8,5,109,0,A,0,0,0,21.5,TURVEY,457.2,NIO,L3,P3,True,P
8,6,80,0,A,0,0,0,119.9,TURVEY,0.0,NIO,L3,P3,False,P
8,7,104,0,A,0,0,0,121.3,TURVEY,0.0,NIO,L3,P3,False,P
8,8,98,0,A,0,0,0,98.0,TURVEY,0.0,NIO,L3,P3,False,P
8,9,82,0,A,0,0,0,121.8,TURVEY,0.0,NIO,L3,P3,False,P
8,10,133,0,A,0,0,0,121.6,TURVEY,0.0,NIO,L3,P3,False,P
8,11,109,0,A,0,0,0,120.3,TURVEY,0.0,NIO,L3,P3,False,P
8,12,76,0,B,0,0,0,111.9,TURVEY,0.0,NIO,L3,P3,False,P
8,13,87,0,A,0,0,0,39.2,TURVEY,206.5,NIO,L3,P3,True,P
8,14,106,0,A,0,0,0,122.4,TURVEY,0.0,NIO,L3,P3,False,P
8,15,120,0,A,0,0,0,116.9,TURVEY,0.0,NIO,L3,P3,False,P
8,16,93,0,A,0,0,0,125.0,TURVEY,0.0,NIO,L3,P3,False,P
8,17,88,0,A,0,0,0,113.3,TURVEY,0.0,NIO,L3,P3,False,P
8,18,92,2,A,2,2,2,125.7,TURVEY,0.0,NIO,L3,P3,False,P
88,1,108,0,A,0,0,0,43.9,BLOMQVIST,167.1,NIO,L3,P3,True,P
88,2,71,0,A,0,0,0,118.5,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,3,178,0,A,0,0,0,120.4,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,4,71,0,B,0,0,0,108.9,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,5,97,0,A,0,0,0,27.5,BLOMQVIST,335.0,NIO,L3,P3,True,P
88,6,86,0,A,0,0,0,120.1,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,7,103,0,A,0,0,0,121.7,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,8,81,0,A,0,0,0,120.7,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,9,72,0,A,0,0,0,122.6,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,10,84,0,A,0,0,0,122.8,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,11,98,0,A,0,0,0,123.7,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,12,74,0,A,0,0,0,119.6,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,13,87,0,A,0,0,0,117.6,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,14,101,0,A,0,0,2,124.7,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,15,101,0,B,0,0,0,111.9,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,16,109,0,A,0,0,0,30.2,BLOMQVIST,304.7,NIO,L3,P3,True,P
88,17,93,0,A,0,0,0,120.8,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,18,69,2,A,2,2,0,126.1,BLOMQVIST,0.0,NIO,L3,P3,False,P
88,19,86,0,A,0,0,0,115.4,BLOMQVIST,0.0,NIO,L3,P3,False,P
94,1,75,0,A,0,0,0,60.6,LYNN,91.0,MAHINDRA,L3,P3,True,P
94,2,88,0,A,0,0,0,117.7,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,3,107,0,A,0,0,0,120.2,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,4,107,0,A,0,0,0,113.8,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,5,121,0,B,0,0,0,89.7,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,6,91,0,A,0,0,0,29.3,LYNN,315.4,MAHINDRA,L3,P3,True,P
94,7,92,0,A,0,0,0,121.7,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,8,111,0,A,0,0,0,123.4,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,9,172,0,A,0,0,0,117.1,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,10,70,0,B,0,0,0,112.2,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,11,71,0,A,0,0,0,40.1,LYNN,201.8,MAHINDRA,L3,P3,True,P
94,12,130,0,A,0,0,0,117.2,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,13,81,0,B,0,0,0,103.3,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,14,93,0,A,0,0,0,25.4,LYNN,376.7,MAHINDRA,L3,P3,True,P
94,15,95,0,A,0,0,0,117.7,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,16,156,2,A,2,2,2,124.7,LYNN,0.0,MAHINDRA,L3,P3,False,P
94,17,87,0,A,0,0,0,118.8,LYNN,0.0,MAHINDRA,L3,P3,False,P
99,1,127,0,A,0,0,0,81.5,WEHRLEIN,33.0,TAG,L3,P3,True,P
99,2,94,0,A,0,0,0,115.8,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,3,75,0,A,0,0,0,118.6,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,4,77,0,A,0,0,0,119.5,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,5,92,0,A,0,0,0,122.4,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,6,128,0,B,0,0,0,62.5,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,7,84,0,A,0,0,0,29.3,WEHRLEIN,304.1,TAG,L3,P3,True,P
99,8,89,0,A,0,0,0,120.4,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,9,99,0,A,0,0,0,122.8,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,10,101,0,A,0,0,0,124.2,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,11,94,0,A,0,0,0,124.4,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,12,74,0,A,0,0,0,125.0,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,13,107,0,A,0,0,0,121.3,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,14,125,0,A,0,0,0,124.1,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,15,69,0,A,0,0,0,119.6,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,16,89,0,A,0,0,0,126.5,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,17,69,0,B,0,0,0,113.8,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,18,50,0,A,0,0,0,41.2,WEHRLEIN,192.9,TAG,L3,P3,True,P
99,19,85,0,A,0,0,0,122.6,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,20,120,2,A,2,2,2,127.5,WEHRLEIN,0.0,TAG,L3,P3,False,P
99,21,74,0,A,0,0,0,117.1,WEHRLEIN,0.0,TAG,L3,P3,False,P
13,1,82,0,A,0,0,0,101.4,COSTA,16.2,DS,L3,Q2,True,Q
13,2,71,0,A,0,0,0,120.4,COSTA,0.0,DS,L3,Q2,False,Q
13,3,89,2,A,2,4,2,129.8,COSTA,0.0,DS,L3,Q2,False,Q
25,1,127,0,A,0,0,0,105.7,VERGNE,10.8,DS,L3,Q2,True,Q
25,2,124,0,A,0,0,0,125.9,VERGNE,0.0,DS,L3,Q2,False,Q
25,3,116,4,A,2,2,4,130.4,VERGNE,0.0,DS,L3,Q2,False,Q
29,1,104,0,A,0,0,0,100.7,SIMS,19.8,MAHINDRA,L3,Q2,True,Q
29,2,140,0,A,0,0,0,118.0,SIMS,0.0,MAHINDRA,L3,Q2,False,Q
29,3,97,2,A,2,2,2,130.0,SIMS,0.0,MAHINDRA,L3,Q2,False,Q
33,1,79,0,A,0,0,0,104.2,RAST,13.5,AUDI,L3,Q2,True,Q
33,2,79,0,A,0,0,0,122.2,RAST,0.0,AUDI,L3,Q2,False,Q
33,3,102,2,A,4,2,2,129.5,RAST,0.0,AUDI,L3,Q2,False,Q
48,1,92,0,A,0,0,0,103.4,MORTARA,18.0,ROKIT,L3,Q2,True,Q
48,2,105,0,A,0,0,0,120.0,MORTARA,0.0,ROKIT,L3,Q2,False,Q
48,3,77,2,A,2,2,2,129.4,MORTARA,0.0,ROKIT,L3,Q2,False,Q
6,1,134,0,A,0,0,0,99.8,MULLER,20.6,DRAGON,L3,Q2,True,Q
6,2,96,0,A,0,0,0,114.2,MULLER,0.0,DRAGON,L3,Q2,False,Q
6,3,177,2,A,2,2,2,128.5,MULLER,0.0,DRAGON,L3,Q2,False,Q
27,1,106,0,A,0,0,0,109.5,ERIKSSON,13.0,BMW,L3,Q4,True,Q
27,2,70,0,A,0,0,0,126.8,ERIKSSON,0.0,BMW,L3,Q4,False,Q
27,3,177,4,A,2,2,4,132.3,ERIKSSON,0.0,BMW,L3,Q4,False,Q
36,1,98,0,A,0,0,0,104.4,LOTTERER,17.3,TAG,L3,Q4,True,Q
36,2,86,0,A,0,0,0,124.1,LOTTERER,0.0,TAG,L3,Q4,False,Q
36,3,80,2,A,2,3,2,132.2,LOTTERER,0.0,TAG,L3,Q4,False,Q
71,1,75,0,A,0,0,0,100.0,NATO,19.8,ROKIT,L3,Q4,True,Q
71,2,73,0,A,0,0,0,123.5,NATO,0.0,ROKIT,L3,Q4,False,Q
71,3,86,2,A,4,2,2,130.5,NATO,0.0,ROKIT,L3,Q4,False,Q
8,1,102,0,A,0,0,0,94.6,TURVEY,27.1,NIO,L3,Q4,True,Q
8,2,95,0,A,0,0,0,122.9,TURVEY,0.0,NIO,L3,Q4,False,Q
8,3,113,2,A,2,2,2,130.8,TURVEY,0.0,NIO,L3,Q4,False,Q
88,1,68,0,A,0,0,0,92.1,BLOMQVIST,28.3,NIO,L3,Q4,True,Q
88,2,72,0,A,0,0,0,123.4,BLOMQVIST,0.0,NIO,L3,Q4,False,Q
88,3,96,2,A,2,2,2,131.1,BLOMQVIST,0.0,NIO,L3,Q4,False,Q
94,1,73,0,A,0,0,0,87.6,LYNN,37.5,MAHINDRA,L3,Q4,True,Q
94,2,119,0,A,0,0,0,127.1,LYNN,0.0,MAHINDRA,L3,Q4,False,Q
94,3,88,2,A,2,2,2,131.3,LYNN,0.0,MAHINDRA,L3,Q4,False,Q
11,1,101,0,A,0,0,0,101.6,GRASSI,18.1,AUDI,L3,Q3,True,Q
11,2,94,0,A,0,0,0,118.6,GRASSI,0.0,AUDI,L3,Q3,False,Q
11,3,84,2,A,2,2,2,128.5,GRASSI,0.0,AUDI,L3,Q3,False,Q
22,1,91,0,A,0,0,0,108.7,ROWLAND,12.9,NISSAN,L3,Q3,True,Q
22,2,83,0,A,0,0,0,124.7,ROWLAND,0.0,NISSAN,L3,Q3,False,Q
22,3,91,3,A,2,2,2,130.2,ROWLAND,0.0,NISSAN,L3,Q3,False,Q
23,1,71,0,A,0,0,0,107.7,BUEMI,13.7,NISSAN,L3,Q3,True,Q
23,2,89,0,A,0,0,0,123.6,BUEMI,0.0,NISSAN,L3,Q3,False,Q
23,3,129,2,A,2,2,2,130.1,BUEMI,0.0,NISSAN,L3,Q3,False,Q
28,1,84,0,A,0,0,0,103.3,GUNTHER,17.2,BMW,L3,Q3,True,Q
28,2,90,2,A,0,0,0,119.2,GUNTHER,0.0,BMW,L3,Q3,False,Q
28,3,111,0,A,2,2,3,129.9,GUNTHER,0.0,BMW,L3,Q3,False,Q
37,1,79,0,A,0,0,0,103.7,CASSIDY,16.2,ENVISION,L3,Q3,True,Q
37,2,90,0,A,0,0,0,124.2,CASSIDY,0.0,ENVISION,L3,Q3,False,Q
37,3,71,2,A,3,4,2,128.8,CASSIDY,0.0,ENVISION,L3,Q3,False,Q
7,1,84,0,A,0,0,0,89.8,CAMARA,33.1,DRAGON,L3,Q3,True,Q
7,2,98,0,A,0,0,0,123.0,CAMARA,0.0,DRAGON,L3,Q3,False,Q
7,3,88,2,A,2,2,2,130.1,CAMARA,0.0,DRAGON,L3,Q3,False,Q
13,1,102,0,A,0,0,0,45.0,COSTA,130.6,DS,L5,Q1,True,Q
13,2,131,2,A,2,3,2,126.4,COSTA,0.0,DS,L5,Q1,False,Q
17,1,86,0,A,0,0,0,45.3,VRIES,135.1,MERCEDES,L5,Q1,True,Q
17,2,99,2,A,2,2,3,126.6,VRIES,0.0,MERCEDES,L5,Q1,False,Q
20,1,149,0,A,0,0,0,45.6,EVANS,131.5,JAGUAR,L5,Q1,True,Q
20,2,89,2,A,2,2,2,126.7,EVANS,0.0,JAGUAR,L5,Q1,False,Q
33,1,73,0,A,0,0,0,45.8,RAST,129.3,AUDI,L5,Q1,True,Q
33,2,88,0,A,2,2,2,122.3,RAST,0.0,AUDI,L5,Q1,False,Q
4,1,75,0,A,0,0,0,45.1,FRIJNS,133.1,ENVISION,L5,Q1,True,Q
4,2,88,2,A,3,2,2,126.4,FRIJNS,0.0,ENVISION,L5,Q1,False,Q
5,1,116,0,A,0,0,0,45.1,VANDOORNE,136.2,MERCEDES,L5,Q1,True,Q
5,2,95,3,A,2,2,2,126.7,VANDOORNE,0.0,MERCEDES,L5,Q1,False,Q
10,1,128,0,A,0,0,0,79.1,BIRD,45.9,JAGUAR,L5,P3,True,P
10,2,82,0,A,0,0,0,120.8,BIRD,0.0,JAGUAR,L5,P3,False,P
10,3,117,0,A,0,0,0,123.3,BIRD,0.0,JAGUAR,L5,P3,False,P
10,4,86,0,A,0,0,0,122.6,BIRD,0.0,JAGUAR,L5,P3,False,P
10,5,83,0,A,0,0,0,102.9,BIRD,0.0,JAGUAR,L5,P3,False,P
10,6,123,0,B,0,0,0,58.3,BIRD,0.0,JAGUAR,L5,P3,False,P
10,7,75,0,A,0,0,0,90.5,BIRD,118.1,JAGUAR,L5,P3,True,P
10,8,100,0,A,0,0,0,127.0,BIRD,0.0,JAGUAR,L5,P3,False,P
10,9,85,0,A,0,0,0,83.4,BIRD,0.0,JAGUAR,L5,P3,False,P
10,10,72,0,A,0,0,0,126.8,BIRD,0.0,JAGUAR,L5,P3,False,P
10,11,88,0,B,0,0,0,27.2,BIRD,0.0,JAGUAR,L5,P3,False,P
10,12,121,0,A,0,0,0,92.0,BIRD,324.5,JAGUAR,L5,P3,True,P
10,13,97,0,A,2,0,0,127.0,BIRD,0.0,JAGUAR,L5,P3,False,P
10,14,94,0,A,0,0,0,92.7,BIRD,0.0,JAGUAR,L5,P3,False,P
10,15,109,0,A,0,0,0,127.6,BIRD,0.0,JAGUAR,L5,P3,False,P
10,16,84,0,B,0,0,0,21.8,BIRD,0.0,JAGUAR,L5,P3,False,P
10,17,94,0,A,0,0,0,95.2,BIRD,426.2,JAGUAR,L5,P3,True,P
10,18,96,2,A,0,2,2,128.9,BIRD,0.0,JAGUAR,L5,P3,False,P
