CAR_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1_IMPROVEMENT,S2_IMPROVEMENT,S3_IMPROVEMENT,KPH,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,TEAM,LOCATION,EVENT,PITSTOP_TAKEN,EVENT_TYPE
18,1,93,0,0,0,0,0,91.2,42.2,22.8,33.5,4,16.0,4,0,2,1,0
18,2,74,0,0,0,0,0,112.9,26.2,21.0,32.3,4,0.0,4,0,2,0,0
18,3,76,0,0,0,0,0,126.3,22.9,18.3,30.0,4,0.0,4,0,2,0,0
18,4,120,0,0,0,0,0,98.8,27.5,22.4,41.0,4,0.0,4,0,2,0,0
18,5,97,0,1,0,0,0,109.3,22.4,18.3,41.5,4,0.0,4,0,2,0,0
18,6,93,0,0,0,0,0,11.3,737.3,23.2,33.6,4,721.0,4,0,2,1,0
18,7,139,0,0,0,0,0,122.8,24.3,18.9,30.0,4,0.0,4,0,2,0,0
18,8,158,0,1,0,0,0,111.2,22.6,18.2,39.9,4,0.0,4,0,2,0,0
18,9,93,0,0,0,0,0,27.4,260.7,25.6,41.0,4,242.7,4,0,2,1,0
18,10,101,0,0,0,0,0,130.4,22.2,17.8,28.9,4,0.0,4,0,2,0,0
18,11,69,0,0,0,0,0,124.5,22.7,18.8,30.6,4,0.0,4,0,2,0,0
18,12,184,0,0,0,0,0,124.8,22.9,18.9,30.1,4,0.0,4,0,2,0,0
18,13,92,0,1,0,0,0,110.9,22.5,18.7,39.8,4,0.0,4,0,2,0,0
18,14,87,0,0,0,0,0,18.0,443.3,23.6,33.5,4,430.4,4,0,2,1,0
18,15,89,0,0,0,0,0,106.8,24.7,22.8,36.6,4,0.0,4,0,2,0,0
18,16,75,1,0,1,1,2,133.2,21.6,17.6,28.3,4,0.0,4,0,2,0,0
0,1,84,0,0,0,0,0,87.9,44.9,23.2,34.2,8,18.5,4,0,2,1,0
0,2,77,0,0,0,0,0,111.5,25.4,21.6,33.6,8,0.0,4,0,2,0,0
0,3,110,0,0,0,0,0,127.2,22.6,18.3,29.6,8,0.0,4,0,2,0,0
0,4,83,0,0,0,0,0,102.3,24.1,22.0,41.6,8,0.0,4,0,2,0,0
0,5,98,0,1,0,0,0,109.5,22.4,18.3,41.4,8,0.0,4,0,2,0,0
0,6,135,0,0,0,0,0,11.3,740.6,20.8,35.2,8,724.3,4,0,2,1,0
0,7,98,0,0,0,0,0,115.4,24.2,20.0,33.6,8,0.0,4,0,2,0,0
0,8,77,0,0,0,0,0,130.8,22.0,17.8,28.9,8,0.0,4,0,2,0,0
0,9,74,0,1,0,0,0,108.9,23.6,19.2,39.7,8,0.0,4,0,2,0,0
0,10,109,0,0,0,0,0,26.4,285.9,22.6,32.0,8,273.5,4,0,2,1,0
0,11,85,0,0,0,0,0,122.0,22.8,20.7,30.1,8,0.0,4,0,2,0,0
0,12,90,0,0,0,0,0,126.5,22.7,18.5,29.9,8,0.0,4,0,2,0,0
0,13,140,0,1,0,0,0,110.6,22.5,18.4,40.2,8,0.0,4,0,2,0,0
0,14,145,0,0,0,0,0,19.7,399.3,21.0,36.3,8,386.4,4,0,2,1,0
0,15,100,0,0,0,0,0,106.4,24.3,20.9,39.2,8,0.0,4,0,2,0,0
0,16,94,2,0,1,2,1,133.5,21.5,17.5,28.4,8,0.0,4,0,2,0,0
19,1,89,0,0,0,0,0,81.8,51.8,20.5,37.6,13,26.8,10,0,2,1,0
19,2,86,0,0,0,0,0,113.5,24.0,19.2,35.9,13,0.0,10,0,2,0,0
19,3,73,0,0,0,0,0,124.5,23.2,18.8,30.1,13,0.0,10,0,2,0,0
19,4,97,0,0,0,0,0,117.4,22.8,19.2,34.5,13,0.0,10,0,2,0,0
19,5,78,0,0,0,0,0,125.6,22.9,18.7,29.9,13,0.0,10,0,2,0,0
19,6,114,0,0,0,0,0,126.3,22.7,18.7,29.8,13,0.0,10,0,2,0,0
19,7,110,0,0,0,0,0,126.3,22.5,18.6,30.0,13,0.0,10,0,2,0,0
19,8,93,0,0,0,0,0,125.8,22.6,18.8,29.9,13,0.0,10,0,2,0,0
19,9,73,0,0,0,0,0,123.3,22.5,20.2,30.2,13,0.0,10,0,2,0,0
19,10,92,0,1,0,0,0,60.1,25.1,46.7,,13,0.0,10,0,2,0,0
19,11,85,0,0,0,0,0,21.8,355.2,21.6,35.7,13,344.2,10,0,2,1,0
19,12,83,0,0,0,0,0,126.4,22.3,19.0,29.7,13,0.0,10,0,2,0,0
19,13,97,0,0,0,0,0,113.5,24.5,19.9,34.8,13,0.0,10,0,2,0,0
19,14,69,0,0,0,0,0,129.6,22.0,18.0,29.3,13,0.0,10,0,2,0,0
19,16,71,0,0,0,1,0,131.7,21.7,17.6,28.9,13,0.0,10,0,2,0,0
19,17,101,0,1,0,0,0,106.9,24.3,19.3,40.4,13,0.0,10,0,2,0,0
19,18,104,0,0,0,0,0,15.6,522.5,20.3,31.8,13,509.4,10,0,2,1,0
19,19,73,0,0,0,0,0,119.6,24.0,19.6,31.5,13,0.0,10,0,2,0,0
19,20,106,1,0,1,0,1,133.0,21.4,17.7,28.4,13,0.0,10,0,2,0,0
19,21,97,0,1,0,0,0,109.7,22.9,18.5,40.4,13,0.0,10,0,2,0,0
19,22,92,0,0,0,0,0,44.2,153.5,19.3,30.6,13,141.4,10,0,2,1,0
1,1,153,0,0,0,0,0,63.7,88.9,19.8,32.3,20,68.0,7,0,2,1,0
1,2,152,0,0,0,0,0,120.8,23.5,20.5,30.4,20,0.0,7,0,2,0,0
1,3,92,0,0,0,0,0,124.3,22.8,18.8,30.6,20,0.0,7,0,2,0,0
1,4,69,0,0,0,0,0,126.3,22.6,18.6,29.9,20,0.0,7,0,2,0,0
1,5,74,0,0,0,0,0,126.4,22.6,18.6,29.8,20,0.0,7,0,2,0,0
1,6,72,0,0,0,0,0,125.5,22.5,18.7,30.3,20,0.0,7,0,2,0,0
1,7,95,0,0,0,0,0,125.4,22.5,18.7,30.5,20,0.0,7,0,2,0,0
1,8,70,0,0,0,0,0,126.7,22.5,18.5,29.9,20,0.0,7,0,2,0,0
1,9,92,0,0,0,0,0,127.2,22.3,18.5,29.8,20,0.0,7,0,2,0,0
1,10,94,0,1,0,0,0,50.6,50.5,49.5,,20,0.0,7,0,2,0,0
1,11,102,0,0,0,0,0,21.5,360.2,20.3,37.2,20,349.2,7,0,2,1,0
1,12,105,0,0,0,0,0,129.7,22.1,18.1,29.1,20,0.0,7,0,2,0,0
1,13,76,0,0,0,0,0,108.4,27.0,22.0,33.9,20,0.0,7,0,2,0,0
1,14,97,0,0,0,0,0,131.1,21.6,18.3,28.6,20,0.0,7,0,2,0,0
1,15,101,0,0,0,0,0,105.7,26.8,24.3,33.8,20,0.0,7,0,2,0,0
1,16,118,0,0,0,0,0,129.8,22.1,18.1,29.0,20,0.0,7,0,2,0,0
1,17,86,0,1,0,0,0,98.7,26.0,22.2,42.8,20,0.0,7,0,2,0,0
1,18,121,0,0,0,0,0,23.3,333.3,20.0,32.8,20,321.6,7,0,2,1,0
1,19,108,0,0,0,0,0,122.4,23.4,19.2,30.8,20,0.0,7,0,2,0,0
1,20,84,1,0,1,1,1,132.9,21.6,17.6,28.4,20,0.0,7,0,2,0,0
1,21,96,0,1,0,0,0,101.6,25.6,20.4,42.4,20,0.0,7,0,2,0,0
1,22,72,0,0,0,0,0,69.3,73.5,20.2,36.0,20,60.9,7,0,2,1,0
1,23,72,0,0,0,0,0,129.4,22.2,17.9,29.3,20,0.0,7,0,2,0,0
1,24,128,0,0,0,0,0,105.9,25.4,25.0,34.4,20,0.0,7,0,2,0,0
1,25,87,0,0,0,0,0,127.2,22.0,18.3,30.3,20,0.0,7,0,2,0,0
2,1,89,0,0,0,0,0,67.0,77.8,22.6,33.8,14,55.2,2,0,2,1,0
2,2,132,0,0,0,0,0,112.3,25.7,20.7,33.6,14,0.0,2,0,2,0,0
2,3,108,0,0,0,0,0,126.7,22.9,18.4,29.6,14,0.0,2,0,2,0,0
2,4,103,0,0,0,0,0,102.9,27.8,25.4,34.2,14,0.0,2,0,2,0,0
2,5,105,0,0,0,0,0,125.0,22.8,19.0,30.0,14,0.0,2,0,2,0,0
2,6,118,0,0,0,0,0,124.3,22.6,18.6,31.1,14,0.0,2,0,2,0,0
2,7,89,0,0,0,0,0,102.0,28.8,22.9,36.4,14,0.0,2,0,2,0,0
2,8,89,0,0,0,0,0,126.5,22.5,18.6,29.9,14,0.0,2,0,2,0,0
2,9,91,0,1,0,0,0,67.4,23.9,31.4,,14,0.0,2,0,2,0,0
2,10,86,0,0,0,0,0,21.2,364.5,19.3,40.2,14,355.1,2,0,2,1,0
2,11,104,0,0,0,0,0,128.6,22.3,18.1,29.5,14,0.0,2,0,2,0,0
2,12,85,0,1,0,0,0,97.4,27.1,21.4,43.7,14,0.0,2,0,2,0,0
2,13,83,0,0,0,0,0,30.1,237.6,24.8,36.2,14,226.3,2,0,2,1,0
2,14,130,0,0,0,0,0,112.7,29.2,19.5,31.0,14,0.0,2,0,2,0,0
2,15,98,0,0,0,1,0,130.7,22.3,17.7,28.7,14,0.0,2,0,2,0,0
2,16,140,0,1,0,0,0,102.9,24.7,20.7,41.9,14,0.0,2,0,2,0,0
2,17,103,0,0,0,0,0,27.9,270.3,19.6,32.3,14,259.5,2,0,2,1,0
2,18,87,1,0,1,0,1,130.9,22.1,17.8,28.7,14,0.0,2,0,2,0,0
2,19,106,0,1,0,0,0,101.9,24.8,20.3,43.1,14,0.0,2,0,2,0,0
2,20,88,0,0,0,0,0,32.6,210.0,27.6,37.5,14,197.5,2,0,2,1,0
2,21,106,0,0,0,0,0,122.2,23.5,20.2,29.8,14,0.0,2,0,2,0,0
3,1,71,0,0,0,0,0,73.1,66.4,21.2,35.3,3,43.6,2,0,2,1,0
3,2,86,0,0,0,0,0,120.8,24.1,19.4,30.8,3,0.0,2,0,2,0,0
3,3,82,0,0,0,0,0,124.2,23.4,18.8,30.2,3,0.0,2,0,2,0,0
3,4,92,0,0,0,0,0,124.1,22.8,19.0,30.6,3,0.0,2,0,2,0,0
3,5,88,0,0,0,0,0,122.9,23.5,19.2,30.4,3,0.0,2,0,2,0,0
3,6,137,0,0,0,0,0,95.9,27.0,29.4,37.4,3,0.0,2,0,2,0,0
3,7,95,0,0,0,0,0,127.4,22.6,18.3,29.6,3,0.0,2,0,2,0,0
3,8,87,0,0,0,0,0,104.3,26.3,22.6,37.2,3,0.0,2,0,2,0,0
3,9,106,0,1,0,0,0,98.6,22.1,18.0,,3,0.0,2,0,2,0,0
3,10,70,0,0,0,0,0,18.0,442.5,22.3,34.6,3,432.1,2,0,2,1,0
3,11,88,0,0,0,0,0,126.1,22.4,18.3,30.5,3,0.0,2,0,2,0,0
3,12,89,0,1,0,0,0,109.5,22.2,18.4,41.5,3,0.0,2,0,2,0,0
3,13,83,0,0,0,0,0,61.8,89.5,20.3,35.5,3,77.2,2,0,2,1,0
3,14,99,0,0,0,0,0,116.2,26.1,19.0,32.3,3,0.0,2,0,2,0,0
3,15,111,1,0,1,0,1,130.5,21.8,18.0,29.1,3,0.0,2,0,2,0,0
3,16,102,0,1,0,0,0,100.8,25.5,21.2,42.5,3,0.0,2,0,2,0,0
3,17,112,0,0,0,0,0,11.7,708.9,23.5,36.0,3,694.5,2,0,2,1,0
3,18,73,0,0,0,0,0,112.4,26.0,20.9,33.0,3,0.0,2,0,2,0,0
3,19,104,0,0,0,1,0,130.0,21.8,17.7,29.6,3,0.0,2,0,2,0,0
20,1,71,0,0,0,0,0,77.8,59.4,23.0,33.2,15,37.4,10,0,2,1,0
20,2,85,0,0,0,0,0,120.6,23.7,19.2,31.6,15,0.0,10,0,2,0,0
20,3,81,0,0,0,0,0,124.3,23.1,18.7,30.5,15,0.0,10,0,2,0,0
20,4,85,0,0,0,0,0,125.0,22.9,18.7,30.3,15,0.0,10,0,2,0,0
20,5,149,0,0,0,0,0,122.5,23.0,18.9,31.5,15,0.0,10,0,2,0,0
20,6,75,0,0,0,0,0,124.4,23.1,18.8,30.2,15,0.0,10,0,2,0,0
20,7,86,0,0,0,0,0,125.9,22.7,18.6,30.1,15,0.0,10,0,2,0,0
20,8,78,0,0,0,0,0,123.7,22.8,18.8,31.1,15,0.0,10,0,2,0,0
20,9,112,0,0,0,0,0,122.6,22.6,20.3,30.3,15,0.0,10,0,2,0,0
20,10,86,0,1,0,0,0,59.4,26.3,47.0,,15,0.0,10,0,2,0,0
20,11,99,0,0,0,0,0,23.7,320.4,20.6,37.4,15,310.5,10,0,2,1,0
20,12,71,0,0,0,0,0,120.3,22.6,19.1,33.0,15,0.0,10,0,2,0,0
20,13,87,0,0,0,0,0,128.1,22.3,18.2,29.7,15,0.0,10,0,2,0,0
20,14,76,0,0,0,0,0,115.8,24.2,19.6,33.7,15,0.0,10,0,2,0,0
20,15,100,0,0,1,0,0,129.4,21.9,18.0,29.5,15,0.0,10,0,2,0,0
20,16,88,0,0,0,0,0,114.8,24.1,20.0,34.1,15,0.0,10,0,2,0,0
20,17,86,0,0,0,0,0,130.2,22.2,17.8,28.9,15,0.0,10,0,2,0,0
20,18,100,0,0,0,0,0,111.1,24.5,19.6,36.7,15,0.0,10,0,2,0,0
20,19,117,0,0,0,0,0,128.6,22.3,18.0,29.5,15,0.0,10,0,2,0,0
20,20,84,0,1,0,0,0,109.2,23.8,18.6,39.9,15,0.0,10,0,2,0,0
20,21,91,0,0,0,0,0,23.2,335.4,20.0,31.9,15,324.1,10,0,2,1,0
20,22,127,0,0,0,0,0,123.5,23.0,19.3,30.4,15,0.0,10,0,2,0,0
20,23,141,1,0,0,1,1,131.6,22.0,17.7,28.6,15,0.0,10,0,2,0,0
20,24,114,0,0,0,0,0,117.8,22.7,19.8,33.7,15,0.0,10,0,2,0,0
20,25,93,0,1,0,0,0,112.0,22.2,18.0,40.0,15,0.0,10,0,2,0,0
20,26,98,0,0,0,0,0,63.4,89.7,20.9,31.1,15,78.3,10,0,2,1,0
4,1,106,0,1,0,0,0,37.5,156.7,21.6,61.2,19,131.5,8,0,2,1,0
4,2,93,0,0,0,0,0,86.6,39.6,22.4,41.7,19,42.6,8,0,2,1,0
4,3,77,0,0,0,0,0,115.8,25.3,20.2,32.1,19,0.0,8,0,2,0,0
4,4,90,0,0,0,0,0,126.3,22.6,18.8,29.8,19,0.0,8,0,2,0,0
4,5,100,0,0,0,0,0,127.6,22.5,18.3,29.6,19,0.0,8,0,2,0,0
4,6,110,0,0,0,0,0,115.7,24.6,20.8,32.2,19,0.0,8,0,2,0,0
4,7,90,0,0,0,0,0,124.6,22.9,19.0,30.2,19,0.0,8,0,2,0,0
4,8,178,0,1,0,0,0,16.6,48.0,48.5,,19,0.0,8,0,2,0,0
4,9,75,0,0,0,0,0,98.0,36.0,21.4,34.1,19,392.0,8,0,2,1,0
4,10,92,0,0,0,0,0,127.3,22.8,18.4,29.4,19,0.0,8,0,2,0,0
4,11,125,0,0,0,0,0,128.2,22.1,18.6,29.4,19,0.0,8,0,2,0,0
4,12,91,0,0,0,0,0,106.7,25.0,24.5,34.7,19,0.0,8,0,2,0,0
4,13,82,0,0,0,0,0,128.7,22.3,18.2,29.3,19,0.0,8,0,2,0,0
4,14,91,0,1,0,0,0,51.4,24.8,21.7,,19,0.0,8,0,2,0,0
4,15,135,0,0,0,0,0,93.8,37.4,21.0,37.3,19,110.3,8,0,2,1,0
4,16,179,0,0,0,0,0,130.7,22.0,18.0,28.7,19,0.0,8,0,2,0,0
4,17,126,0,1,0,0,0,22.7,26.4,20.9,,19,0.0,8,0,2,0,0
4,18,70,0,0,0,0,0,97.6,37.2,21.2,33.7,19,328.5,8,0,2,1,0
4,19,105,0,0,0,0,0,108.7,25.1,22.4,35.1,19,0.0,8,0,2,0,0
4,20,104,1,0,1,1,1,132.1,21.8,17.7,28.5,19,0.0,8,0,2,0,0
4,21,73,0,0,0,0,0,97.4,26.7,22.3,43.2,19,0.0,8,0,2,0,0
21,1,83,0,0,0,0,0,41.3,162.6,23.7,31.3,1,139.5,8,0,2,1,0
21,2,129,0,0,0,0,0,122.2,23.6,19.2,30.6,1,0.0,8,0,2,0,0
21,3,72,0,0,0,0,0,125.2,22.8,18.8,30.1,1,0.0,8,0,2,0,0
21,4,76,0,0,0,0,0,125.7,22.7,18.9,29.9,1,0.0,8,0,2,0,0
21,5,96,0,1,0,0,0,12.6,24.8,24.8,,1,0.0,8,0,2,0,0
21,6,117,0,0,0,0,0,97.6,40.1,20.7,31.2,1,648.5,8,0,2,1,0
21,7,145,0,0,0,0,0,120.8,23.8,19.3,31.3,1,0.0,8,0,2,0,0
21,8,88,0,0,0,0,0,128.1,22.5,18.3,29.4,1,0.0,8,0,2,0,0
21,9,88,0,0,0,0,0,106.5,25.0,22.7,36.6,1,0.0,8,0,2,0,0
21,10,75,0,0,0,0,0,128.9,22.2,18.2,29.3,1,0.0,8,0,2,0,0
21,11,99,0,1,0,0,0,45.7,25.6,21.2,,1,0.0,8,0,2,0,0
21,12,102,0,0,0,0,0,97.6,37.9,19.8,34.3,1,132.6,8,0,2,1,0
21,13,75,0,0,0,0,1,130.6,22.1,17.9,28.8,1,0.0,8,0,2,0,0
21,14,145,0,0,0,0,0,111.0,25.5,20.9,34.5,1,0.0,8,0,2,0,0
21,15,101,0,0,0,0,0,128.6,22.4,18.0,29.4,1,0.0,8,0,2,0,0
21,16,145,0,1,0,0,0,22.9,26.2,21.7,,1,0.0,8,0,2,0,0
21,17,104,0,0,0,0,0,96.4,38.3,21.6,33.3,1,328.4,8,0,2,1,0
21,18,99,0,0,0,0,0,117.6,25.2,20.1,31.1,1,0.0,8,0,2,0,0
21,19,84,1,0,1,1,0,131.6,21.7,17.6,28.9,1,0.0,8,0,2,0,0
21,20,105,0,0,0,0,0,102.8,28.9,21.6,36.9,1,0.0,8,0,2,0,0
22,1,119,0,0,0,0,0,61.1,94.2,19.9,33.0,12,74.2,6,0,2,1,0
22,2,119,0,0,0,0,0,118.8,22.7,18.6,34.3,12,0.0,6,0,2,0,0
22,3,113,0,0,0,0,0,127.9,22.3,18.2,29.7,12,0.0,6,0,2,0,0
22,4,106,0,0,0,0,0,115.1,24.5,22.0,31.6,12,0.0,6,0,2,0,0
22,5,72,0,0,0,0,0,117.2,22.8,19.4,34.4,12,0.0,6,0,2,0,0
22,6,75,0,0,0,0,0,127.4,22.3,18.5,29.7,12,0.0,6,0,2,0,0
22,7,99,0,1,0,0,0,103.7,22.4,19.5,44.7,12,0.0,6,0,2,0,0
22,8,98,0,0,0,0,0,14.0,586.5,20.5,33.5,12,574.3,6,0,2,1,0
22,9,72,0,0,0,0,0,121.0,22.6,18.5,33.1,12,0.0,6,0,2,0,0
22,10,85,0,0,0,0,0,128.9,22.2,18.1,29.4,12,0.0,6,0,2,0,0
22,11,73,0,0,0,0,0,110.2,24.7,20.4,36.4,12,0.0,6,0,2,0,0
22,12,84,0,1,0,0,0,105.9,22.1,18.2,44.5,12,0.0,6,0,2,0,0
22,13,68,0,0,0,0,0,27.9,270.7,19.2,32.2,12,262.3,6,0,2,1,0
22,14,72,0,0,0,0,0,121.8,25.0,19.6,29.2,12,0.0,6,0,2,0,0
22,15,85,0,1,0,0,0,106.1,23.8,19.1,41.8,12,0.0,6,0,2,0,0
22,16,160,0,0,0,0,0,16.9,482.2,19.7,30.9,12,470.1,6,0,2,1,0
22,17,99,0,0,0,0,0,125.7,22.3,18.3,30.8,12,0.0,6,0,2,0,0
22,18,104,1,0,1,1,1,131.1,21.8,18.0,28.7,12,0.0,6,0,2,0,0
23,1,94,0,0,0,0,0,59.5,98.9,20.7,31.5,23,76.9,11,0,2,1,0
23,2,137,0,0,0,0,0,115.9,23.5,19.1,34.9,23,0.0,11,0,2,0,0
23,3,85,0,0,0,0,0,123.7,23.2,19.0,30.4,23,0.0,11,0,2,0,0
23,4,87,0,0,0,0,0,124.8,22.7,18.9,30.4,23,0.0,11,0,2,0,0
23,5,80,0,0,0,0,0,101.1,29.2,23.4,36.2,23,0.0,11,0,2,0,0
23,6,86,0,0,0,0,0,127.5,22.7,18.2,29.6,23,0.0,11,0,2,0,0
23,7,99,0,0,0,0,0,128.5,22.2,18.2,29.5,23,0.0,11,0,2,0,0
23,8,98,0,0,0,0,0,107.3,25.7,24.1,33.9,23,0.0,11,0,2,0,0
23,9,71,0,1,0,0,0,65.0,22.3,38.8,,23,0.0,11,0,2,0,0
23,10,133,0,0,0,0,0,17.6,454.9,22.2,33.2,23,443.0,11,0,2,1,0
23,11,99,0,0,0,0,0,130.5,22.1,17.9,28.8,23,0.0,11,0,2,0,0
23,12,91,0,0,1,0,0,128.6,22.1,18.3,29.5,23,0.0,11,0,2,0,0
23,13,76,0,0,0,0,0,107.0,25.8,21.5,36.7,23,0.0,11,0,2,0,0
23,14,74,0,0,0,0,0,112.2,23.7,20.7,35.7,23,0.0,11,0,2,0,0
23,15,90,0,0,0,0,0,126.1,22.5,18.6,30.1,23,0.0,11,0,2,0,0
23,16,96,0,0,0,0,0,126.6,22.5,18.5,29.9,23,0.0,11,0,2,0,0
23,17,69,0,0,0,0,0,125.5,22.6,18.7,30.2,23,0.0,11,0,2,0,0
23,18,117,0,0,0,0,0,110.8,27.0,22.1,32.0,23,0.0,11,0,2,0,0
23,19,92,0,0,0,0,0,128.2,22.2,18.2,29.7,23,0.0,11,0,2,0,0
23,20,95,0,0,0,0,0,128.6,22.4,18.1,29.4,23,0.0,11,0,2,0,0
23,21,71,0,0,0,0,0,107.4,28.1,22.7,32.8,23,0.0,11,0,2,0,0
23,22,113,0,0,0,0,0,125.6,22.5,18.7,30.2,23,0.0,11,0,2,0,0
23,23,90,0,1,0,0,0,110.3,22.7,18.6,40.2,23,0.0,11,0,2,0,0
23,24,87,0,0,0,0,0,61.1,94.9,18.6,33.3,23,84.3,11,0,2,1,0
23,25,87,1,0,0,1,1,131.3,22.1,17.8,28.5,23,0.0,11,0,2,0,0
23,26,90,0,0,0,0,0,123.4,23.1,18.5,31.1,23,0.0,11,0,2,0,0
23,27,83,0,0,0,0,0,123.3,22.5,20.2,30.2,23,0.0,11,0,2,0,0
23,28,69,0,0,0,0,0,125.6,22.6,18.6,30.3,23,0.0,11,0,2,0,0
6,1,172,0,0,0,0,0,61.2,92.0,21.1,33.6,9,72.5,0,0,4,1,1
6,2,88,0,0,0,0,0,113.5,23.1,19.7,36.3,9,0.0,0,0,4,0,1
6,3,120,1,0,1,3,1,130.2,22.1,17.7,29.2,9,0.0,0,0,4,0,1
7,1,144,0,0,0,0,0,61.0,94.4,20.4,32.5,5,73.2,3,0,4,1,1
7,2,83,0,0,0,0,0,119.1,24.4,19.4,31.7,5,0.0,3,0,4,0,1
7,3,124,1,0,3,1,1,130.8,21.9,17.8,29.0,5,0.0,3,0,4,0,1
13,1,71,0,0,0,0,0,58.2,103.8,19.5,31.0,6,83.0,1,0,4,1,1
13,2,69,0,0,0,1,0,113.6,24.5,19.3,35.3,6,0.0,1,0,4,0,1
13,3,83,1,0,1,0,1,126.2,22.3,19.5,29.3,6,0.0,1,0,4,0,1
15,1,81,0,0,0,0,0,69.6,78.7,19.1,31.4,18,58.2,6,0,4,1,1
15,2,105,0,0,0,0,0,125.7,23.2,18.8,29.5,18,0.0,6,0,4,0,1
15,3,98,1,0,1,1,1,130.4,22.2,17.8,28.9,18,0.0,6,0,4,0,1
4,1,124,0,0,0,0,0,60.8,91.0,21.8,35.0,19,68.0,8,0,4,1,1
4,2,113,0,0,0,0,0,109.5,25.0,20.2,36.9,19,0.0,8,0,4,0,1
4,3,88,3,0,1,1,3,131.3,22.0,17.7,28.7,19,0.0,8,0,4,0,1
5,1,85,0,0,0,0,0,63.0,83.6,24.1,34.9,0,61.3,5,0,6,1,1
5,2,101,0,0,0,0,0,117.9,24.5,19.8,31.8,0,0.0,5,0,6,0,1
5,3,84,1,0,1,2,2,131.3,22.1,17.6,28.6,0,0.0,5,0,6,0,1
14,1,71,0,0,0,0,0,79.6,59.1,20.5,33.3,10,36.7,1,0,6,1,1
14,2,112,0,0,0,0,0,122.8,24.1,19.0,30.0,10,0.0,1,0,6,0,1
14,3,177,1,0,1,1,1,130.6,21.9,17.8,29.1,10,0.0,1,0,6,0,1
18,1,105,0,0,0,0,0,62.7,82.8,24.1,36.4,4,57.5,4,0,6,1,1
18,2,91,0,0,0,0,0,109.0,26.9,21.5,33.9,4,0.0,4,0,6,0,1
18,3,94,1,0,1,1,1,130.7,22.0,17.8,28.9,4,0.0,4,0,6,0,1
2,1,94,0,0,0,0,0,74.0,63.9,23.1,34.4,14,40.5,2,0,6,1,1
2,2,86,0,0,0,0,0,117.9,24.5,20.2,31.5,14,0.0,2,0,6,0,1
2,3,103,1,0,1,1,1,131.3,22.0,17.8,28.7,14,0.0,2,0,6,0,1
3,1,83,0,0,0,0,0,69.9,72.5,21.0,34.9,3,51.1,2,0,6,1,1
3,2,73,0,0,0,0,0,115.9,23.6,18.6,35.3,3,0.0,2,0,6,0,1
3,3,115,2,0,1,1,1,131.4,22.0,17.7,28.7,3,0.0,2,0,6,0,1
22,1,85,0,0,0,0,0,63.1,83.3,24.0,35.0,12,60.6,6,0,6,1,1
22,2,82,0,0,0,0,0,113.1,26.3,20.1,33.0,12,0.0,6,0,6,0,1
22,3,90,1,0,2,1,1,130.9,21.9,17.8,28.9,12,0.0,6,0,6,0,1
11,1,163,0,0,0,0,0,63.2,90.7,19.6,31.9,2,70.3,9,0,5,1,1
11,2,104,0,0,0,0,0,121.9,23.8,19.6,30.3,2,0.0,9,0,5,0,1
11,3,116,1,0,1,1,1,131.0,21.9,17.8,28.9,2,0.0,9,0,5,0,1
12,1,136,0,0,0,0,0,62.8,84.0,23.9,35.1,21,58.8,3,0,5,1,1
12,2,69,0,0,0,0,0,116.0,25.6,20.2,31.6,21,0.0,3,0,5,0,1
12,3,88,1,0,1,1,1,131.2,21.8,17.6,29.1,21,0.0,3,0,5,0,1
0,1,106,0,0,0,0,0,62.3,91.7,20.0,32.4,8,71.2,4,0,5,1,1
0,2,84,0,0,0,0,0,109.2,25.6,20.9,35.8,8,0.0,4,0,5,0,1
0,3,71,3,0,3,3,3,132.5,21.7,17.6,28.6,8,0.0,4,0,5,0,1
21,1,95,0,0,0,0,0,62.5,82.3,23.7,37.6,1,55.9,8,0,5,1,1
21,2,105,0,0,0,0,0,112.9,25.7,20.8,33.0,1,0.0,8,0,5,0,1
21,3,93,1,0,1,1,1,131.4,22.0,17.8,28.6,1,0.0,8,0,5,0,1
5,1,68,0,0,0,0,0,95.1,61.7,36.3,29.9,0,27.9,5,2,3,1,1
5,2,88,0,0,0,0,0,116.8,33.6,34.6,35.9,0,0.0,5,2,3,0,1
5,3,94,1,0,1,1,1,128.6,32.2,33.7,28.6,0,0.0,5,2,3,0,1
8,1,122,0,0,0,0,0,96.3,60.2,36.0,30.0,22,25.6,7,2,3,1,1
8,2,110,0,0,0,0,0,121.8,33.8,34.8,31.3,22,0.0,7,2,3,0,1
8,3,100,1,0,3,1,1,128.7,32.1,33.6,28.7,22,0.0,7,2,3,0,1
9,1,92,0,0,0,0,0,95.7,61.0,35.7,30.3,7,26.7,5,2,3,1,1
9,2,83,0,0,0,0,0,120.7,33.6,34.8,32.3,7,0.0,5,2,3,0,1
9,3,99,1,0,1,1,1,129.1,32.3,33.5,28.3,7,0.0,5,2,3,0,1
0,1,102,0,0,0,0,0,94.6,63.1,35.4,30.0,8,30.4,4,2,3,1,1
0,2,140,0,0,0,0,0,120.3,33.8,34.4,32.8,8,0.0,4,2,3,0,1
0,3,95,1,0,1,1,1,129.1,32.2,33.4,28.5,8,0.0,4,2,3,0,1
