row_id,user_id,category_id,video_id,age,gender,profession,followers,views,engagement_score,fold
25067,592,31,152,15,1,1,230,156,2.35,3
25068,6777,16,98,16,0,1,270,462,4.2700000000000005,0
25069,6549,18,43,17,1,1,180,444,4.3900000000000015,4
25070,7537,12,88,24,0,0,180,138,3.0,3
25071,23306,26,63,15,1,1,200,568,4.37,2
25072,17455,31,160,29,0,0,230,156,3.91,0
25073,13015,15,32,13,0,1,340,662,2.8,3
25074,14561,25,139,17,1,1,240,317,4.0600000000000005,0
25075,5822,16,34,20,1,1,270,462,4.04,0
25076,16155,25,150,17,1,1,240,317,3.73,2
25077,25795,39,117,33,1,2,270,89,2.8,0
25078,16758,6,12,26,1,0,210,362,3.71,1
25079,8064,8,100,17,1,1,280,628,4.3100000000000005,1
25080,4564,6,12,22,1,1,210,362,3.9,1
25081,7098,23,112,24,0,1,220,613,2.88,4
25082,20635,12,25,16,1,1,180,138,3.87,4
25083,5167,7,28,17,0,1,160,467,4.66,2
25084,17796,36,107,20,1,2,260,178,3.69,0
25085,14616,37,128,19,0,1,180,1000,2.19,4
25086,8119,13,26,18,1,1,340,628,4.3100000000000005,2
25087,18687,13,147,36,1,0,340,628,3.37,2
25088,21247,42,134,35,1,0,290,689,4.5,4
25089,16421,8,17,19,1,1,280,628,4.8500000000000005,4
25090,3246,14,31,40,0,2,240,396,3.02,1
25091,24352,29,82,33,0,0,260,52,3.4,3
25092,18531,18,58,25,1,1,180,444,4.11,4
25093,15930,21,123,43,0,2,320,909,2.4000000000000004,1
25094,8414,5,163,36,0,0,240,229,2.48,3
25095,23669,22,52,42,0,2,260,709,3.09,4
25096,3348,1,15,17,0,1,360,990,1.79,4
25097,10518,42,136,50,0,2,290,689,2.53,1
25098,9267,32,145,26,1,2,330,714,1.71,0
25099,894,31,85,36,1,0,230,156,1.95,2
25100,18141,16,137,34,0,2,270,462,3.1900000000000004,0
25101,11371,3,5,17,1,1,270,621,4.25,1
25102,4911,8,74,26,0,0,280,628,3.99,0
25103,9222,5,163,17,0,1,240,229,3.83,4
25104,15480,19,46,28,1,0,230,369,3.85,2
25105,13794,12,162,47,1,2,180,138,3.59,4
25106,4922,33,93,11,0,1,270,862,2.01,3
25107,3726,25,150,13,1,1,240,317,4.6000000000000005,3
25108,15540,1,2,37,1,2,360,990,3.96,4
25109,20860,11,23,17,1,1,250,180,2.19,0
25110,13041,34,94,16,0,1,230,840,2.01,0
25111,11799,4,6,35,1,0,230,781,2.3,1
25112,15620,8,146,26,1,2,280,628,3.2300000000000004,1
25113,22371,34,96,21,0,1,230,840,2.19,2
25114,866,4,99,45,1,2,230,781,3.54,2
25115,18704,23,112,14,0,1,220,613,4.69,1
25116,14418,5,154,17,1,1,240,229,4.510000000000002,3
25117,7825,8,74,16,1,1,280,628,4.1400000000000015,1
25118,6866,25,61,37,0,0,240,317,1.1,4
25119,24098,39,117,23,1,1,270,89,4.41,0
25120,10260,8,100,18,0,1,280,628,3.83,3
25121,25466,19,46,13,0,1,230,369,3.96,2
25122,19714,13,26,15,1,1,340,628,3.73,1
25123,4197,25,138,21,1,1,240,317,4.04,4
25124,24549,1,1,17,0,1,360,990,2.8,3
25125,5082,8,67,22,0,1,280,628,4.25,0
25126,9403,4,7,29,1,1,230,781,4.69,0
25127,5231,30,83,24,0,2,230,862,3.13,3
25128,21877,22,52,41,1,2,260,709,3.29,3
25129,13520,25,138,25,1,1,240,317,3.77,2
25130,9921,4,64,16,0,1,230,781,2.8,1
25131,14470,27,65,24,0,1,320,309,2.8,0
25132,9003,34,95,28,1,0,230,840,3.33,4
25133,11147,3,5,38,0,0,270,621,3.71,4
25134,10134,8,39,25,1,0,280,628,3.74,0
25135,23839,18,43,29,0,2,180,444,0.0,2
25136,1318,8,100,17,0,1,280,628,4.2700000000000005,2
25137,9796,16,97,15,1,1,270,462,2.35,0
25138,7669,5,87,21,0,1,240,229,3.8,3
25139,3049,31,160,24,0,1,230,156,2.19,2
25140,7682,42,136,17,0,1,290,689,2.35,1
25141,5821,11,40,15,0,1,250,180,3.17,2
25142,10376,39,117,47,0,0,270,89,3.4,1
25143,23817,3,5,34,0,2,270,621,3.13,3
25144,8279,14,31,24,0,1,240,396,2.19,3
25145,16330,38,111,23,1,1,230,806,2.19,2
25146,14008,9,142,36,1,0,230,819,3.56,0
25147,25113,4,7,24,1,0,230,781,3.47,0
25148,849,21,157,16,1,1,320,909,3.7,1
25149,17143,39,116,32,1,0,270,89,3.81,0
25150,2443,8,39,24,1,1,280,628,4.23,3
25151,10719,41,130,21,1,1,240,72,4.3100000000000005,1
25152,22521,3,5,18,1,1,270,621,4.4300000000000015,0
25153,9566,25,138,23,0,1,240,317,2.8,4
25154,4808,6,12,34,1,2,210,362,4.12,1
25155,24197,5,109,27,1,0,240,229,4.5,4
25156,7981,8,100,19,0,1,280,628,2.8,4
25157,830,18,58,11,1,1,180,444,4.3100000000000005,3
25158,2696,5,163,25,0,1,240,229,4.37,0
25159,12126,31,85,29,1,0,230,156,3.5,4
25160,9119,4,8,28,1,0,230,781,0.0,0
25161,7203,19,45,20,1,1,230,369,4.65,3
25162,26857,31,160,16,1,1,230,156,3.96,4
25163,9874,12,24,37,0,0,180,138,2.2,3
25164,943,9,19,41,0,0,230,819,4.26,3
25165,5161,5,91,30,1,0,240,229,3.5,2
25166,9157,34,95,31,1,0,230,840,4.08,1
25167,13513,26,141,27,0,0,200,568,3.76,2
25168,9941,42,135,18,1,1,290,689,3.77,1
25169,20612,4,8,34,1,2,230,781,3.54,2
25170,3116,7,14,27,0,2,160,467,2.4000000000000004,0
25171,17384,32,92,34,1,2,330,714,3.65,2
25172,1592,15,113,29,0,2,340,662,3.69,2
25173,4583,39,116,28,1,0,270,89,2.3,4
25174,5229,25,150,15,1,1,240,317,4.66,2
25175,11614,8,39,28,0,2,280,628,3.95,4
25176,9680,32,92,33,1,0,330,714,2.3,3
25177,21476,21,123,30,1,0,320,909,4.34,4
25178,13916,11,22,14,1,1,250,180,4.1400000000000015,0
25179,27492,24,60,18,0,1,200,617,2.35,0
25180,224,25,150,35,1,0,240,317,3.56,4
25181,25502,4,99,24,1,2,230,781,2.3200000000000003,1
25182,12961,25,140,13,1,1,240,317,4.69,4
25183,4127,34,96,27,1,0,230,840,3.85,1
25184,8871,1,15,23,1,0,360,990,3.43,1
25185,22033,28,76,18,0,1,250,414,3.7,1
25186,15633,39,116,13,0,1,270,89,2.35,1
25187,16733,25,139,23,1,1,240,317,4.04,4
25188,5015,34,96,31,1,2,230,840,3.06,1
25189,17192,11,23,37,0,2,250,180,3.75,2
25190,2194,5,90,16,1,1,240,229,2.88,4
25191,23255,20,47,32,0,2,240,892,2.06,4
25192,3278,34,96,12,0,1,230,840,2.48,4
25193,11339,40,124,40,0,0,250,900,2.08,4
25194,26934,12,30,17,0,1,180,138,4.6000000000000005,3
25195,5338,8,110,26,1,0,280,628,3.4,2
25196,1419,5,90,28,0,2,240,229,3.75,1
25197,16066,18,59,30,1,2,180,444,3.61,3
25198,9125,4,64,15,1,1,230,781,4.91,0
25199,9119,3,5,28,1,0,270,621,3.74,2
25200,22859,7,14,18,1,1,160,467,4.0600000000000005,4
25201,17468,27,65,31,0,0,320,309,2.64,2
25202,20972,8,67,27,0,0,280,628,2.4,4
25203,17618,16,34,22,1,2,270,462,3.67,0
25204,2675,8,101,27,0,0,280,628,3.33,4
25205,13185,5,9,20,0,1,240,229,3.73,4
25206,2782,42,134,33,1,0,290,689,3.22,2
25207,3889,25,140,15,1,1,240,317,3.8,1
25208,7401,28,75,21,0,1,250,414,2.01,3
25209,2982,23,112,38,1,0,220,613,3.76,1
25210,25043,23,53,17,1,1,220,613,3.77,3
25211,4018,24,60,37,1,0,200,617,3.89,0
25212,4650,18,59,17,0,1,180,444,3.73,4
25213,5232,19,44,38,0,2,230,369,4.01,3
25214,23408,12,30,35,1,0,180,138,3.53,4
25215,18758,35,126,19,0,1,260,134,4.6000000000000005,0
25216,2252,25,103,40,1,0,240,317,2.3,3
25217,5606,42,134,39,1,0,290,689,3.37,2
25218,15132,18,59,24,1,1,180,444,4.11,2
25219,26948,25,103,33,0,2,240,317,2.7,3
25220,1903,4,99,20,0,1,230,781,3.77,4
25221,12035,41,131,24,1,1,240,72,4.29,0
25222,20614,12,88,18,1,1,180,138,4.1400000000000015,4
25223,2241,4,6,31,1,0,230,781,3.95,3
25224,19945,20,47,23,0,1,240,892,3.44,3
25225,3828,19,44,28,0,0,230,369,4.23,0
25226,14823,5,87,46,0,0,240,229,4.61,4
25227,27094,11,40,16,1,1,250,180,3.8,3
25228,9644,10,21,33,0,0,210,44,3.43,1
25229,12839,31,153,25,1,0,230,156,3.4,1
25230,26401,21,122,30,1,0,320,909,3.89,0
25231,23913,12,162,17,1,1,180,138,4.33,0
25232,657,4,99,17,0,1,230,781,2.7,4
25233,7572,10,159,13,0,1,210,44,4.23,3
25234,19755,18,43,21,0,1,180,444,2.35,1
25235,23659,19,46,38,0,0,230,369,0.69,3
25236,22975,21,157,15,0,1,320,909,2.7,0
25237,16734,21,122,25,1,0,320,909,3.99,0
25238,25801,34,94,36,0,2,230,840,1.96,4
25239,8342,8,100,38,0,2,280,628,2.06,3
25240,3285,8,146,34,1,0,280,628,3.56,1
25241,26927,25,62,38,0,0,240,317,3.37,1
25242,20409,24,60,31,1,2,200,617,2.53,3
25243,17258,42,134,15,1,1,290,689,3.77,3
25244,27331,13,27,27,1,0,340,628,3.93,1
25245,18351,5,90,23,0,0,240,229,4.53,1
25246,12562,13,26,14,1,1,340,628,2.7,3
25247,18016,13,147,23,1,1,340,628,3.87,2
25248,8450,17,36,15,1,1,210,884,3.87,4
25249,25666,15,113,16,0,1,340,662,2.8,3
25250,14463,4,64,30,0,2,230,781,2.7,0
25251,2726,8,74,19,0,1,280,628,4.66,3
25252,1087,9,19,12,0,1,230,819,3.83,0
25253,10570,32,145,30,1,0,330,714,3.83,2
25254,18994,38,111,46,0,2,230,806,2.8,3
25255,12360,12,25,37,1,2,180,138,3.26,1
25256,14667,18,58,19,1,1,180,444,3.8,1
25257,10832,42,134,19,1,1,290,689,3.87,0
25258,26471,14,31,27,1,0,240,396,3.5,0
25259,4047,13,26,20,0,1,340,628,2.7,1
25260,550,21,123,40,1,0,320,909,3.37,3
25261,3736,11,22,16,1,1,250,180,3.98,4
25262,6703,16,137,10,1,1,270,462,2.7,2
25263,13711,23,53,31,0,0,220,613,3.69,0
25264,26984,19,46,39,1,0,230,369,4.16,0
25265,26885,37,128,16,0,1,180,1000,4.6800000000000015,2
25266,16112,40,124,15,0,1,250,900,0.42,1
25267,16427,34,95,31,1,0,230,840,4.29,2
25268,26784,16,137,31,0,2,270,462,3.13,3
25269,21953,13,27,18,1,1,340,628,3.83,1
25270,26885,35,106,16,0,1,260,134,4.95,3
25271,4635,12,42,14,0,1,180,138,4.09,3
25272,6096,28,76,17,0,1,250,414,2.8,2
25273,9104,5,55,23,1,0,240,229,4.22,0
25274,18084,5,80,16,0,1,240,229,3.87,4
25275,11780,34,94,19,0,1,230,840,3.77,0
25276,13596,34,95,17,0,1,230,840,4.09,4
25277,26772,18,58,32,0,0,180,444,2.2,3
25278,922,35,106,10,1,1,260,134,3.83,4
25279,24161,42,134,26,0,0,290,689,3.4,1
25280,1011,5,154,16,0,1,240,229,1.5,1
25281,13353,3,4,46,1,0,270,621,3.81,4
25282,482,8,110,34,1,0,280,628,4.23,1
25283,3525,20,48,25,1,0,240,892,3.83,1
25284,22957,4,6,34,0,2,230,781,2.3200000000000003,4
25285,1770,19,45,21,1,1,230,369,4.4300000000000015,0
25286,3111,13,147,16,1,1,340,628,4.3100000000000005,3
25287,15394,15,33,28,1,2,340,662,4.01,0
25288,20294,23,112,21,1,1,220,613,4.8900000000000015,2
25289,5794,39,116,39,1,2,270,89,3.09,0
25290,19766,5,9,13,0,1,240,229,2.96,1
25291,23134,13,147,16,0,1,340,628,1.79,1
25292,9957,18,58,43,0,0,180,444,2.3,1
25293,1410,8,100,27,0,0,280,628,3.4,4
25294,15870,25,150,39,1,0,240,317,4.33,1
25295,482,13,147,34,1,0,340,628,3.74,1
25296,10455,12,88,37,1,2,180,138,3.73,1
25297,10003,18,43,14,0,1,180,444,3.17,1
25298,14441,16,35,13,0,1,270,462,3.77,0
25299,9953,5,87,23,0,0,240,229,3.18,2
25300,19424,7,13,33,0,0,160,467,3.91,2
25301,9225,11,41,17,0,1,250,180,2.6,3
25302,7013,11,41,17,1,1,250,180,4.41,1
25303,20366,42,135,22,0,1,290,689,4.62,0
25304,16919,17,37,34,0,0,210,884,3.76,1
25305,7421,5,109,20,0,0,240,229,2.08,1
25306,9146,5,168,17,0,1,240,229,2.6,4
25307,19408,35,126,20,0,2,260,134,3.26,0
25308,4211,7,13,22,0,1,160,467,4.33,2
25309,4294,44,174,24,0,1,210,636,2.8,2
25310,2285,24,60,22,1,1,200,617,4.8500000000000005,1
25311,16116,23,53,27,1,0,220,613,4.34,4
25312,20068,8,146,29,0,0,280,628,4.54,0
25313,12948,8,100,38,0,0,280,628,3.3,1
25314,11770,4,6,39,0,2,230,781,3.2300000000000004,0
25315,5015,32,145,31,1,2,330,714,3.59,1
25316,2524,18,43,18,0,1,180,444,4.18,2
25317,2161,4,6,28,0,2,230,781,1.84,0
25318,24363,8,16,24,1,1,280,628,4.33,2
25319,24052,31,160,30,1,0,230,156,1.95,3
25320,9558,15,33,19,0,1,340,662,2.7,2
25321,20364,4,64,19,0,1,230,781,2.48,3
25322,3479,40,124,32,1,0,250,900,3.97,0
25323,11337,39,116,13,1,1,270,89,4.37,0
25324,16792,5,9,36,0,0,240,229,3.81,2
25325,13087,16,34,18,0,1,270,462,4.3100000000000005,4
25326,26945,9,18,25,1,1,230,819,4.62,3
25327,118,10,20,20,0,0,210,44,3.93,4
25328,16,19,46,16,0,1,230,369,2.48,4
25329,19162,35,126,31,1,0,260,134,3.5,2
25330,16492,4,64,14,1,1,230,781,3.9,3
25331,17230,19,121,21,1,1,230,369,3.77,1
25332,16673,1,1,21,1,1,360,990,4.29,2
25333,15764,19,45,13,1,1,230,369,3.7,1
25334,4600,11,77,18,1,2,250,180,3.69,0
25335,2307,8,17,33,1,0,280,628,3.91,1
25336,18152,27,65,25,0,0,320,309,2.3,1
25337,13359,8,16,38,1,0,280,628,3.64,0
25338,24051,5,69,17,0,1,240,229,3.8,3
25339,13256,19,46,20,1,1,230,369,3.7,2
25340,24027,11,66,20,1,1,250,180,3.8,1
25341,27105,23,53,20,1,1,220,613,4.3100000000000005,3
25342,22644,28,76,26,0,0,250,414,3.64,3
25343,26000,19,121,26,1,1,230,369,4.33,3
25344,23471,3,5,15,0,1,270,621,2.96,2
25345,10838,35,126,22,1,1,260,134,4.590000000000002,3
25346,2414,4,7,22,1,2,230,781,3.63,0
25347,20100,39,116,41,0,0,270,89,2.2,4
25348,20716,38,111,30,0,0,230,806,2.3,0
25349,26269,4,7,17,1,1,230,781,4.9300000000000015,1
25350,4219,43,149,31,1,2,280,617,3.71,3
25351,22765,27,65,30,0,0,320,309,2.4,0
25352,5599,4,7,12,0,1,230,781,3.04,3
25353,9158,8,100,25,1,0,280,628,3.97,3
25354,5809,28,75,13,1,1,250,414,2.48,1
25355,25554,11,40,15,0,1,250,180,4.09,3
25356,20840,37,108,22,0,1,180,1000,3.23,0
25357,27435,3,5,23,0,1,270,621,3.98,1
25358,6788,10,159,27,0,2,210,44,3.13,4
25359,3589,9,18,26,1,0,230,819,4.58,4
25360,26362,7,28,37,1,0,160,467,2.94,1
25361,10853,5,109,29,0,1,240,229,4.62,3
25362,5202,21,50,31,1,0,320,909,3.43,4
25363,13359,9,18,38,1,0,230,819,4.03,1
25364,20944,26,63,30,0,2,200,568,3.1900000000000004,3
25365,10355,12,42,14,0,1,180,138,4.23,0
25366,19655,13,26,34,0,0,340,628,2.2,0
25367,12414,34,114,27,0,0,230,840,2.4,2
25368,14889,19,121,39,1,0,230,369,3.71,3
25369,12223,25,140,21,1,1,240,317,4.73,2
25370,11683,42,135,21,1,1,290,689,3.87,1
25371,3656,5,87,24,0,1,240,229,3.73,3
25372,26520,43,149,19,1,1,280,617,3.29,3
25373,1211,4,7,22,0,0,230,781,1.1,4
25374,6227,39,116,18,0,1,270,89,3.9,2
25375,6804,15,32,25,1,1,340,662,2.8,0
25376,19318,21,51,13,0,1,320,909,2.48,4
25377,21064,17,37,36,0,0,210,884,2.48,3
25378,26794,5,154,34,0,0,240,229,2.48,3
25379,17873,13,147,18,1,1,340,628,4.0600000000000005,4
25380,13216,21,50,22,0,1,320,909,3.66,3
25381,4641,10,38,11,1,1,210,44,3.83,0
25382,12174,19,44,36,1,2,230,369,3.75,0
25383,20275,7,28,14,0,1,160,467,3.87,3
25384,5506,10,21,24,0,2,210,44,3.37,4
25385,18186,4,8,19,0,1,230,781,2.48,4
25386,27614,5,56,34,1,2,240,229,3.99,2
25387,14758,16,97,34,1,2,270,462,1.55,4
25388,22238,24,60,33,1,0,200,617,3.89,1
25389,21387,21,122,13,0,1,320,909,2.7,4
25390,2622,34,96,18,0,1,230,840,2.88,2
25391,23764,16,34,11,1,1,270,462,3.7,3
25392,13485,6,11,28,1,0,210,362,4.45,4
25393,18696,11,40,19,1,1,250,180,4.2700000000000005,4
25394,6033,21,51,25,1,1,320,909,4.29,0
25395,1289,42,134,27,0,2,290,689,1.55,3
25396,12567,34,115,18,1,1,230,840,1.79,0
25397,18919,34,115,28,0,2,230,840,2.16,3
25398,10021,21,143,12,0,1,320,909,2.6,3
25399,3583,12,24,34,1,0,180,138,3.81,4
25400,25433,25,61,22,1,1,240,317,4.09,2
25401,19114,35,126,42,1,0,260,134,2.3,2
25402,13460,25,139,29,0,2,240,317,1.15,4
25403,9205,42,136,23,1,2,290,689,2.06,3
25404,16197,39,117,12,1,1,270,89,3.77,1
25405,17338,8,17,19,1,1,280,628,3.77,1
25406,1074,12,42,22,1,1,180,138,4.29,3
25407,25967,8,100,29,0,0,280,628,3.37,2
25408,4364,8,16,33,1,0,280,628,3.89,2
25409,19299,41,131,20,1,1,240,72,4.29,1
25410,21649,32,132,23,1,0,330,714,3.3,1
25411,8572,16,35,17,0,1,270,462,4.04,4
25412,3249,4,8,24,0,2,230,781,2.8,4
25413,12814,11,77,30,1,0,250,180,3.74,3
25414,27005,36,127,16,1,1,260,178,4.41,1
25415,8299,42,134,34,0,2,290,689,1.96,4
25416,4003,31,86,38,0,2,230,156,3.8,1
25417,23767,16,137,23,0,1,270,462,4.2700000000000005,0
25418,3425,20,47,17,0,1,240,892,2.7,4
25419,18963,11,22,23,0,1,250,180,3.87,0
25420,1094,19,45,20,1,1,230,369,4.09,3
25421,10098,5,87,37,0,0,240,229,4.32,3
25422,10505,18,43,13,1,1,180,444,4.23,3
25423,14737,1,2,12,0,1,360,990,4.16,4
25424,24808,5,109,21,1,2,240,229,3.2300000000000004,3
25425,4818,15,33,35,1,0,340,662,3.37,3
25426,9335,24,60,13,0,1,200,617,0.4,2
25427,15376,25,150,14,1,1,240,317,4.01,1
25428,26406,13,49,15,1,1,340,628,3.87,1
25429,7731,12,88,16,1,1,180,138,4.62,3
25430,11733,34,96,34,1,0,230,840,3.37,4
25431,24653,5,9,16,0,1,240,229,4.09,4
25432,27419,21,51,26,0,2,320,909,2.85,4
25433,12221,13,26,28,1,2,340,628,3.63,1
25434,9312,12,42,29,1,2,180,138,3.73,0
25435,170,4,7,19,0,1,230,781,2.8,1
25436,12834,21,143,21,0,2,320,909,3.45,3
25437,24819,34,94,31,0,0,230,840,2.48,4
25438,10615,7,14,14,1,1,160,467,3.83,4
25439,23301,9,142,15,0,1,230,819,4.1400000000000015,0
25440,11825,12,30,18,1,1,180,138,4.33,1
25441,24936,11,66,22,0,2,250,180,3.16,4
25442,7878,25,140,27,0,0,240,317,4.08,1
25443,13995,22,52,24,0,2,260,709,2.8,2
25444,25508,30,83,36,0,0,230,862,3.43,2
25445,27676,30,83,15,1,1,230,862,4.18,0
25446,17998,5,10,29,0,0,240,229,2.48,4
25447,26423,42,136,27,1,0,290,689,3.18,1
25448,26407,8,39,38,0,0,280,628,3.18,4
25449,15267,6,11,10,0,1,210,362,2.48,0
25450,8587,8,67,20,0,1,280,628,1.79,1
25451,8840,18,59,18,0,1,180,444,4.33,2
25452,14251,5,109,15,0,1,240,229,2.6,1
25453,18906,4,99,18,0,1,230,781,3.87,1
25454,9150,13,49,43,1,0,340,628,3.89,1
25455,13928,39,116,14,0,1,270,89,3.49,3
25456,3194,13,49,14,0,1,340,628,2.7,1
25457,20484,25,150,17,0,1,240,317,4.2700000000000005,3
25458,19009,11,23,30,0,2,250,180,3.1900000000000004,0
25459,7846,14,31,20,1,1,240,396,4.3100000000000005,4
25460,24427,5,168,42,1,0,240,229,3.99,1
25461,8060,20,48,12,1,1,240,892,3.87,0
25462,12161,7,13,17,1,1,160,467,3.8,3
25463,2765,42,136,30,1,0,290,689,3.78,4
25464,11512,20,48,24,1,0,240,892,4.26,4
25465,13917,34,95,10,0,1,230,840,3.8,0
25466,11156,8,74,36,0,0,280,628,3.69,4
25467,59,27,65,30,1,0,320,309,3.74,3
25468,21533,21,123,20,0,1,320,909,4.01,2
25469,22660,8,74,42,0,2,280,628,3.13,1
25470,6654,8,101,29,0,0,280,628,2.3,3
25471,8708,5,109,35,1,0,240,229,3.89,0
25472,6972,11,77,21,1,1,250,180,4.21,1
25473,6732,30,84,19,0,1,230,862,4.630000000000001,4
25474,3866,25,138,20,1,1,240,317,3.77,0
25475,15502,7,14,36,0,0,160,467,2.94,1
25476,21276,13,49,24,1,2,340,628,3.95,4
25477,9851,39,116,18,1,1,270,89,2.8,1
25478,6469,7,28,22,1,1,160,467,4.2700000000000005,3
25479,21989,25,61,21,1,1,240,317,4.5600000000000005,1
25480,5758,25,138,29,0,0,240,317,3.4,4
25481,17106,6,12,33,0,0,210,362,2.2,4
25482,2062,21,123,33,1,2,320,909,4.23,2
25483,3487,9,19,22,1,0,230,819,3.74,4
25484,5378,4,64,34,0,0,230,781,3.37,3
25485,3154,42,134,25,0,1,290,689,2.8,0
25486,24292,9,18,36,1,2,230,819,4.04,1
25487,10140,16,137,31,1,2,270,462,1.71,1
25488,5529,5,120,34,1,0,240,229,3.47,4
25489,992,3,4,29,1,0,270,621,2.3,4
25490,18404,26,141,36,1,2,200,568,3.67,0
25491,18210,4,7,31,0,0,230,781,1.95,4
25492,13018,31,160,19,0,1,230,156,3.87,1
25493,4162,7,28,18,1,1,160,467,4.23,2
25494,19490,42,136,20,0,1,290,689,2.35,2
25495,3593,12,24,34,0,0,180,138,2.3,0
25496,19061,31,160,16,1,1,230,156,4.66,1
25497,4040,5,87,27,0,0,240,229,4.29,4
25498,2892,31,151,17,1,1,230,156,4.8900000000000015,0
25499,9219,8,110,22,1,0,280,628,3.93,0
25500,1371,5,91,22,0,1,240,229,2.96,2
25501,23852,18,59,13,1,1,180,444,4.2700000000000005,3
25502,27417,19,45,33,0,2,230,369,3.5,0
25503,13759,30,84,21,1,1,230,862,4.29,1
25504,5134,6,11,32,1,0,210,362,3.3,3
25505,22419,19,1,25,0,2,230,369,2.8,2
25506,23806,1,15,30,1,0,360,990,3.85,4
25507,4370,4,7,13,1,1,230,781,3.87,3
25508,6011,7,28,36,1,0,160,467,2.64,0
25509,24853,4,99,25,1,1,230,781,3.9,1
25510,22864,21,123,22,0,0,320,909,3.37,1
25511,6906,17,36,23,1,2,210,884,3.5700000000000003,4
25512,21598,11,22,37,1,2,250,180,3.1900000000000004,1
25513,9161,12,24,15,1,1,180,138,4.18,2
25514,27365,31,151,12,0,1,230,156,3.8,1
25515,576,18,43,27,1,2,180,444,1.84,2
25516,452,23,112,40,1,0,220,613,4.5,3
25517,1834,25,139,34,1,0,240,317,1.1,4
25518,19780,12,88,41,0,2,180,138,3.82,3
25519,20908,8,101,19,1,1,280,628,4.53,2
25520,15745,5,89,17,0,1,240,229,4.91,0
25521,18813,12,30,24,0,0,180,138,3.04,3
25522,24405,11,77,42,1,2,250,180,3.73,4
25523,16912,21,122,16,1,1,320,909,3.77,3
25524,18653,14,31,45,0,2,240,396,3.73,4
25525,7731,12,42,16,1,1,180,138,4.23,0
25526,11225,19,44,14,1,1,230,369,4.0600000000000005,2
25527,19017,7,14,16,1,1,160,467,4.880000000000001,2
25528,24334,21,50,12,0,1,320,909,3.77,0
25529,16466,34,96,20,1,2,230,840,3.13,3
25530,2363,16,137,22,1,2,270,462,3.06,3
25531,11989,4,8,14,0,1,230,781,2.7,3
25532,5082,27,65,22,0,1,320,309,3.49,4
25533,2508,31,105,41,1,2,230,156,2.06,1
25534,25084,40,124,28,0,2,250,900,1.84,4
25535,11205,33,93,41,0,0,270,862,2.48,1
25536,24658,11,40,31,1,0,250,180,3.69,2
25537,17892,42,134,19,1,1,290,689,4.1400000000000015,1
25538,22163,8,100,36,0,0,280,628,1.1,3
25539,9565,39,117,16,1,1,270,89,3.96,3
25540,893,42,136,23,1,2,290,689,3.16,4
25541,27057,3,5,25,1,0,270,621,3.89,4
25542,9327,21,157,26,1,0,320,909,3.83,1
25543,3977,18,59,15,0,1,180,444,2.19,4
25544,9146,5,158,17,0,1,240,229,2.48,0
25545,9713,8,67,18,1,1,280,628,2.96,4
25546,22073,40,124,26,0,0,250,900,2.2,2
25547,13991,18,43,13,1,1,180,444,4.3100000000000005,3
25548,14735,8,101,23,1,2,280,628,3.65,3
25549,1061,38,111,19,1,1,230,806,4.69,2
25550,19165,5,57,35,0,2,240,229,3.71,3
25551,12734,19,44,21,1,1,230,369,0.4,3
25552,7947,8,67,28,1,0,280,628,3.95,2
25553,8057,1,2,50,1,2,360,990,4.279999999999999,4
25554,24788,12,42,36,0,2,180,138,3.71,1
25555,19172,10,159,26,0,2,210,44,3.98,2
25556,7634,45,167,26,1,0,280,95,2.3,1
25557,25334,42,136,15,0,1,290,689,2.88,0
25558,12116,4,99,13,0,1,230,781,3.8,0
25559,26289,12,42,19,1,2,180,138,3.61,4
25560,2574,13,147,21,0,0,340,628,3.37,2
25561,10915,14,31,28,1,0,240,396,3.3,4
25562,8486,31,152,22,1,2,230,156,2.9000000000000004,1
25563,10232,39,117,36,0,0,270,89,3.99,2
25564,3946,29,81,42,0,0,260,52,2.2,1
25565,23944,19,46,20,1,1,230,369,4.5600000000000005,4
25566,19601,46,171,16,0,1,190,840,3.7,4
25567,22003,32,132,12,0,1,330,714,4.21,1
25568,20762,34,115,15,0,1,230,840,3.49,3
25569,9997,19,46,18,1,1,230,369,4.2700000000000005,2
25570,22194,3,5,11,0,1,270,621,4.21,2
25571,12490,25,103,36,1,2,240,317,2.24,2
25572,23449,5,78,33,0,0,240,229,2.83,4
25573,7680,25,61,17,1,1,240,317,4.2700000000000005,0
25574,10868,2,3,23,1,1,220,30,4.9,0
25575,11843,20,48,14,1,1,240,892,4.510000000000002,1
25576,4443,13,27,22,1,1,340,628,4.04,4
25577,21787,4,64,31,0,0,230,781,3.95,2
25578,26605,19,164,25,1,0,230,369,3.37,1
25579,23381,21,123,18,1,2,320,909,3.52,0
25580,20779,5,10,19,0,1,240,229,4.29,0
25581,21685,19,144,28,0,0,230,369,1.79,3
25582,16637,40,124,33,1,2,250,900,2.06,1
25583,14824,8,101,27,1,0,280,628,3.69,4
25584,11758,23,53,24,0,1,220,613,4.3100000000000005,2
25585,964,11,77,13,1,1,250,180,3.83,4
25586,20780,1,2,31,1,0,360,990,3.37,2
25587,24836,21,51,34,1,0,320,909,3.74,3
25588,19699,26,141,33,1,0,200,568,4.22,1
25589,3414,11,66,17,1,1,250,180,4.92,4
25590,15580,21,51,26,1,0,320,909,3.71,2
25591,2,3,5,28,0,2,270,621,3.5,3
25592,12915,13,26,33,0,2,340,628,3.69,2
