index,edible-poisonous,cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season,fold
13609,1,5.51,3,3,0,1,3,6.11,13.67,3,0,0,0,0,4
13610,0,4.75,0,1,0,2,5,5.5,5.63,1,1,7,0,3,0
13613,0,8.46,0,5,0,4,11,5.51,12.25,5,1,6,2,0,4
13614,0,4.51,0,1,0,6,1,5.11,12.36,1,0,0,0,0,3
13615,0,0.94,2,9,1,3,4,5.55,1.06,1,0,0,6,0,1
13616,1,3.9,1,5,0,0,0,6.53,30.23,5,1,0,5,2,3
13618,1,12.98,3,1,1,5,10,4.7,24.86,2,0,0,1,0,3
13619,1,9.47,0,1,0,3,1,9.69,13.92,1,0,0,0,0,2
13620,1,3.41,5,12,0,3,2,6.23,5.96,12,0,0,1,2,0
13621,0,9.46,0,1,0,6,3,7.95,13.02,1,0,0,2,0,1
13622,0,4.45,5,12,1,5,4,5.05,6.95,2,0,0,0,2,1
13623,0,8.45,0,3,0,2,5,6.94,16.94,5,0,0,0,2,2
13624,1,3.83,4,1,0,2,4,7.06,4.52,2,0,0,0,2,1
13626,1,7.72,3,1,0,2,5,14.21,7.67,1,0,0,0,0,3
13627,0,7.84,0,3,1,2,3,8.48,16.31,5,0,0,0,2,1
13628,1,1.94,0,6,0,3,3,2.78,4.88,3,0,0,4,0,0
13629,0,7.71,0,1,1,6,2,10.81,25.47,5,0,0,0,2,2
13630,0,6.87,5,5,0,5,5,3.32,8.29,5,0,0,2,2,3
13631,1,2.46,3,6,1,5,1,2.62,5.25,1,0,0,0,2,0
13632,1,9.49,0,1,1,2,12,10.27,19.96,12,0,0,0,0,3
13633,0,11.4,5,2,0,1,12,7.17,18.65,10,0,0,1,3,4
13634,1,9.87,5,6,1,5,6,4.76,11.49,5,1,0,0,0,0
13635,1,7.62,5,1,1,5,5,4.46,13.13,8,0,0,0,0,2
13636,1,5.21,0,3,0,3,3,6.23,8.7,6,0,0,2,0,0
13638,0,5.19,6,1,0,0,0,5.22,18.27,1,0,0,1,1,2
13639,1,2.42,0,6,0,3,3,3.22,5.42,3,0,0,4,0,0
13640,1,9.42,0,12,1,2,1,9.25,20.05,12,0,0,0,0,3
13643,0,6.98,3,5,0,4,1,4.95,12.88,5,1,6,2,0,1
13644,0,3.4,0,9,0,3,9,3.41,6.35,6,0,0,4,3,3
13645,0,5.03,3,1,0,3,3,6.54,5.63,1,0,0,0,0,3
13646,0,4.56,0,1,0,5,6,6.27,8.04,6,0,0,0,3,0
13647,0,1.68,4,1,0,3,2,3.74,3.4,1,0,0,0,0,0
13649,1,16.1,3,1,0,5,3,5.87,39.68,11,0,0,0,2,2
13650,1,6.97,0,1,0,3,1,6.89,6.45,1,1,3,0,2,1
13651,1,6.78,0,1,0,1,2,4.62,6.22,1,0,0,0,0,1
13652,0,5.01,5,1,0,5,5,3.87,6.45,5,0,0,6,2,4
13653,1,10.49,0,1,0,3,5,11.33,33.87,5,0,0,0,2,3
13655,0,7.65,3,9,0,2,5,7.97,18.67,5,0,0,0,2,2
13656,0,3.45,5,4,1,5,4,4.34,5.51,2,0,0,0,0,1
13657,0,5.52,0,3,0,0,0,5.06,12.73,3,0,0,0,2,1
13658,1,16.36,0,8,1,5,1,5.65,26.4,2,0,0,1,0,3
13659,1,10.24,5,8,1,5,6,5.4,12.8,5,1,0,0,2,0
13660,0,1.26,2,1,1,3,5,5.95,1.14,1,0,0,0,0,4
13661,1,7.44,6,1,0,4,5,8.58,15.59,5,1,1,0,0,1
13662,0,4.22,3,1,0,5,6,6.4,8.75,6,0,0,0,0,3
13663,1,3.33,0,6,0,5,3,3.46,5.88,6,0,0,4,0,2
13664,1,4.17,0,6,0,3,3,6.25,8.5,6,0,0,2,0,0
13665,0,7.24,6,2,0,0,0,5.84,21.61,1,0,0,0,1,2
13666,1,9.12,0,1,0,6,5,13.12,33.36,1,0,0,0,2,2
13667,0,11.56,5,12,0,1,12,8.72,23.73,10,0,0,1,3,1
13670,1,9.68,0,1,1,2,1,10.3,21.82,12,0,0,0,0,0
13672,0,4.11,0,6,0,6,1,5.3,10.76,9,0,0,0,2,3
13673,0,5.87,3,3,0,0,0,4.18,12.65,3,0,0,0,0,1
13675,1,16.03,3,6,0,4,5,19.34,19.37,5,1,4,0,2,4
13676,0,10.11,6,5,0,4,4,17.86,12.58,5,1,6,2,3,0
13677,1,9.67,0,12,1,2,1,10.43,21.43,12,0,0,0,0,4
13679,1,7.79,5,1,1,5,5,4.38,12.37,2,0,0,0,0,2
13680,1,9.41,0,1,0,3,11,8.95,8.69,1,1,3,0,2,0
13681,1,1.55,3,11,0,3,4,3.63,2.42,5,0,0,2,2,0
13682,1,9.16,0,1,0,6,5,7.59,20.2,1,0,0,0,0,3
13683,0,5.41,2,1,0,0,0,5.81,20.39,1,0,0,0,1,4
13684,0,4.54,0,8,0,3,8,5.68,6.36,8,0,0,1,2,4
13685,1,0.75,0,6,0,5,6,5.05,1.02,6,0,0,2,0,3
13686,0,5.11,6,2,0,0,0,5.47,19.36,1,0,0,0,1,0
13687,0,6.18,3,1,0,4,4,4.24,12.01,5,1,7,3,2,1
13688,1,5.13,3,3,0,2,5,4.92,7.52,5,0,0,0,0,3
13689,1,15.06,3,6,0,4,5,15.77,16.1,5,1,1,0,3,3
13691,0,15.66,0,6,0,6,5,15.39,33.03,5,0,0,0,0,4
13692,1,11.69,0,3,1,6,6,8.0,24.92,12,0,0,0,2,1
13693,1,6.61,5,1,1,5,3,6.09,9.78,1,0,0,0,0,1
13694,0,7.71,6,1,0,3,5,8.35,15.51,5,0,0,0,0,3
13695,1,2.29,0,9,0,3,5,6.99,2.37,1,0,0,0,2,0
13696,1,4.78,1,5,0,0,0,5.75,33.4,5,1,0,0,2,0
13697,0,6.55,0,1,0,2,5,6.28,14.65,5,0,0,0,0,2
13698,0,18.28,6,6,0,6,1,16.17,34.79,5,0,0,0,2,3
13701,0,4.38,0,6,0,3,5,5.29,4.48,1,0,0,0,1,4
13702,0,5.62,1,2,0,0,0,5.1,19.83,1,0,0,0,1,1
13704,0,1.62,0,3,0,5,5,6.46,2.06,3,0,0,0,2,2
13705,1,14.81,0,9,0,4,5,18.52,18.29,5,1,1,0,3,0
13706,1,2.87,0,2,0,5,5,3.2,8.11,5,0,0,2,2,2
13707,1,6.69,0,2,1,1,8,5.49,16.61,1,0,0,0,2,2
13708,1,5.68,0,3,0,3,1,8.67,8.16,1,1,3,0,0,1
13709,0,4.81,0,1,0,3,3,7.41,5.45,1,0,0,0,1,4
13711,0,7.34,0,2,1,6,2,11.7,25.21,5,0,0,0,2,2
13712,1,2.99,4,11,0,3,1,8.35,2.36,1,0,0,2,2,3
13713,0,6.19,0,5,0,4,5,5.81,12.42,3,1,4,0,0,3
13714,0,18.54,0,1,0,5,5,9.71,26.6,5,0,0,1,3,0
13715,0,4.18,0,5,0,5,5,3.22,6.64,5,0,0,4,3,0
13717,1,7.76,0,1,0,3,1,9.53,12.72,1,0,0,6,0,2
13718,1,6.48,3,3,0,1,3,6.56,13.81,3,0,0,0,0,3
13720,0,6.86,3,11,0,3,5,3.87,14.41,5,0,0,0,0,2
13721,1,8.31,0,3,0,3,11,8.75,9.59,1,1,3,0,2,4
13722,1,6.58,0,1,1,5,5,10.17,12.9,1,0,0,0,0,0
13723,0,7.67,3,1,0,1,3,8.82,13.0,6,0,0,0,0,2
13724,1,8.38,0,1,1,1,5,5.92,15.52,5,0,0,0,0,4
13727,1,7.76,5,1,1,5,2,4.48,12.96,1,0,0,0,2,0
13728,1,9.53,5,6,1,5,6,5.54,13.39,5,1,0,0,2,3
13729,0,4.67,1,1,0,0,0,4.69,19.96,1,0,0,0,1,2
13730,1,4.23,3,3,0,2,5,4.69,6.03,5,0,0,0,2,1
13732,0,6.83,3,1,0,1,1,8.33,11.3,6,0,0,0,0,2
13733,1,3.95,1,3,0,0,0,0.0,0.0,0,1,0,0,2,4
13734,1,7.96,3,9,0,2,5,6.79,18.3,5,0,0,0,0,4
13735,1,6.07,5,1,0,6,1,4.28,5.82,1,1,0,0,2,1
13737,1,1.51,4,1,0,3,2,5.01,1.9,2,0,0,0,0,1
13738,0,9.03,0,1,1,6,1,7.07,17.69,1,1,1,0,0,2
13739,0,18.4,0,1,0,6,1,17.63,36.57,5,0,0,0,2,0
13740,0,3.18,5,3,0,0,0,6.87,7.67,3,0,0,0,0,2
13741,1,4.43,0,6,0,3,3,6.2,7.55,6,0,0,2,0,1
13742,0,4.43,0,5,0,3,8,7.49,9.85,8,0,0,0,0,3
13743,1,6.17,0,9,0,3,5,8.08,9.97,3,1,3,0,0,2
13744,0,3.35,5,2,1,5,4,4.24,5.75,1,0,0,0,2,0
13745,0,9.67,0,2,0,1,2,9.12,22.33,12,0,0,0,3,3
13746,1,4.79,0,6,0,4,3,5.96,6.06,6,0,0,4,0,3
13747,1,9.37,5,4,1,5,4,8.45,17.59,4,1,0,0,2,4
13749,1,3.26,3,10,0,2,3,4.24,2.59,1,0,0,1,2,2
13750,1,5.26,5,12,0,3,5,4.65,7.48,5,0,0,0,0,4
13752,1,6.46,3,9,0,2,5,14.65,7.09,1,0,0,0,2,4
13753,0,5.74,0,3,0,4,5,5.79,12.65,5,1,4,0,2,4
13754,1,19.72,3,9,0,6,3,4.77,44.55,1,0,0,0,3,1
13755,0,3.12,5,1,0,0,0,5.94,6.58,6,0,0,0,0,2
13757,0,22.83,0,1,0,6,5,16.9,70.92,1,0,0,0,0,0
13758,0,53.48,1,3,0,6,3,6.42,36.23,1,0,0,0,2,3
13759,0,6.67,5,2,0,1,10,5.45,17.67,12,0,0,1,3,3
13760,0,3.52,3,4,1,5,4,4.45,6.09,2,0,0,0,0,0
13761,0,8.19,0,5,0,5,5,3.52,10.54,5,0,0,0,0,2
13762,0,16.37,5,11,0,3,11,7.72,25.22,5,0,0,0,2,4
13763,0,3.98,3,1,0,5,6,6.23,8.05,5,0,0,0,3,1
13764,0,10.2,0,3,0,2,1,7.58,23.87,5,0,0,0,2,4
13765,0,1.3,2,1,0,3,5,4.57,1.53,2,0,0,0,2,0
13766,1,9.46,3,12,0,1,3,8.23,20.28,3,0,0,0,0,4
13767,1,7.48,5,1,1,5,5,4.37,11.83,1,0,0,0,2,3
13768,1,16.73,5,1,0,5,3,6.5,34.4,1,0,0,0,0,0
13769,1,4.64,1,6,0,0,0,0.0,0.0,0,1,0,0,3,0
13770,1,7.0,5,9,1,5,1,7.55,10.24,1,0,0,0,0,2
13771,1,8.2,0,1,0,3,1,8.44,7.34,1,1,3,0,2,4
13772,0,7.15,0,3,0,2,5,6.64,14.11,5,0,0,0,0,1
13773,1,2.84,1,2,0,0,0,3.48,12.42,1,0,0,0,0,3
13774,0,4.42,3,3,0,0,0,4.55,15.37,3,0,0,0,0,3
13775,0,6.57,4,11,0,1,5,5.64,11.94,2,0,0,0,2,4
13776,1,6.29,0,9,0,3,1,7.46,9.87,9,1,3,0,0,1
13777,1,7.03,3,9,0,2,5,6.01,17.7,5,0,0,0,0,4
13778,0,7.89,0,2,0,3,5,7.08,12.76,5,0,0,0,2,0
13780,0,3.72,4,1,0,2,5,4.63,2.96,3,0,0,2,0,4
13783,0,5.04,1,1,0,0,0,5.91,48.83,1,0,0,0,3,0
13784,0,6.84,3,3,0,3,5,6.52,17.85,5,0,0,0,0,4
13785,0,12.96,0,5,1,4,2,12.46,17.12,5,1,7,4,2,2
13787,0,3.52,0,1,0,6,3,4.49,9.35,1,0,0,0,0,1
13788,0,3.19,4,5,0,2,5,4.95,3.1,3,0,0,2,0,3
13790,1,3.33,0,6,0,3,1,4.93,6.15,1,1,3,0,3,1
13792,1,3.21,3,10,0,2,5,5.05,6.06,5,0,0,0,0,1
13793,1,1.9,4,1,0,3,2,4.99,1.9,1,0,0,0,2,2
13794,1,7.49,0,1,0,1,1,6.05,8.81,1,0,0,0,3,4
13796,0,9.73,3,1,0,1,12,7.57,17.63,10,0,0,1,3,3
13797,0,8.36,3,6,0,1,1,8.15,12.84,6,0,0,0,0,4
13798,1,12.83,5,1,1,5,1,6.43,16.44,1,0,0,6,0,0
13799,0,9.34,0,1,0,4,4,6.12,9.77,1,0,0,0,1,0
13800,0,9.6,6,1,1,4,4,9.38,18.09,5,1,2,1,0,3
13801,0,11.49,0,8,0,2,1,6.3,21.6,4,0,0,0,2,1
13802,1,8.96,5,8,1,5,6,5.34,13.0,5,1,0,0,0,1
13803,1,10.46,0,3,1,6,6,8.8,30.23,9,0,0,0,2,3
13804,1,11.46,0,6,0,4,5,17.56,18.39,5,1,4,0,3,0
13805,0,10.71,0,3,0,2,5,7.57,22.37,5,0,0,0,0,2
13806,0,12.9,3,3,0,2,1,8.48,24.1,1,0,0,0,0,2
13807,0,7.29,0,1,0,6,3,6.53,12.77,1,0,0,0,0,3
13808,1,7.3,3,9,0,2,5,5.3,17.24,5,0,0,0,0,1
13809,1,6.27,5,6,0,5,3,3.48,6.54,3,0,0,0,2,2
13810,1,7.11,0,9,1,5,5,7.71,9.71,1,0,0,0,0,0
13813,1,3.39,4,1,0,2,4,5.64,4.48,2,0,0,4,0,0
13814,0,10.44,0,1,1,4,4,9.18,16.67,5,1,2,0,0,0
13815,0,8.42,5,2,0,1,2,7.72,22.57,12,0,0,0,0,1
13816,1,10.58,1,1,0,0,0,4.25,27.71,1,0,0,0,2,1
13817,0,2.79,3,1,0,5,4,6.43,3.0,1,0,0,1,2,3
13818,0,5.79,5,6,0,5,6,5.64,13.09,5,0,0,4,0,1
13819,0,16.95,6,1,0,6,5,12.08,52.35,1,0,0,0,2,4
13820,1,1.14,3,3,0,0,0,3.24,5.39,3,0,0,0,0,2
13821,0,12.32,0,1,1,6,3,9.21,22.9,1,0,0,0,0,1
13822,1,3.09,5,5,0,3,5,2.83,2.54,5,0,0,2,0,0
13823,1,5.55,3,3,0,6,1,3.47,4.72,1,1,0,0,2,3
13828,1,1.6,0,7,0,3,4,4.75,2.51,5,0,0,2,0,2
13829,0,8.8,0,1,1,4,4,8.71,16.58,5,1,1,0,0,2
13831,1,6.49,5,9,1,5,4,7.61,7.13,9,0,0,0,0,2
13833,1,6.92,5,8,1,5,2,4.6,12.94,8,0,0,0,2,0
13835,0,6.35,0,1,0,4,4,4.31,9.49,1,0,0,0,2,1
13836,0,4.44,1,1,0,0,0,5.83,39.42,1,0,0,0,2,4
13838,0,3.58,3,5,0,5,5,2.78,5.59,5,0,0,4,0,0
13839,0,6.92,0,1,1,6,2,11.16,23.32,5,0,0,0,2,4
13840,1,3.05,1,2,0,0,0,0.0,0.0,0,0,0,0,2,2
13842,0,4.59,3,6,0,3,3,5.23,4.99,1,0,0,0,0,0
13845,0,9.32,0,1,1,6,1,8.07,18.14,1,1,1,0,0,2
13846,0,3.74,0,1,0,6,3,4.44,10.6,1,0,0,0,0,4
13847,1,1.63,4,1,0,3,2,5.47,2.12,1,0,0,0,2,2
13848,0,7.2,6,1,0,3,5,6.46,13.09,2,0,0,0,0,2
13850,1,9.7,0,1,0,3,1,10.47,16.15,1,0,0,6,0,3
13851,0,1.28,0,1,0,5,5,5.32,1.8,3,0,0,0,0,0
13853,1,19.09,3,9,0,6,3,6.19,40.12,1,0,0,0,0,2
13854,1,3.04,0,6,0,3,6,3.19,5.92,3,0,0,6,0,3
13855,1,1.86,3,11,0,3,5,3.87,2.48,5,0,0,2,2,3
13856,1,7.24,0,3,0,1,4,6.06,16.99,1,0,0,0,0,0
13857,1,12.5,0,2,0,4,5,11.06,12.09,5,1,6,0,2,2
13858,0,7.26,0,1,0,4,4,5.04,10.81,1,0,0,0,2,4
13859,1,2.47,4,2,0,3,2,5.32,2.05,2,0,0,0,2,4
13860,0,7.19,3,1,0,1,5,6.58,10.2,5,0,0,0,0,4
13861,1,3.48,3,1,0,2,3,4.32,3.11,1,0,0,1,0,0
13863,1,2.39,0,1,0,3,5,5.9,2.23,5,0,0,0,2,0
13864,1,9.21,3,5,0,2,5,10.06,12.79,5,0,0,6,0,3
13866,0,2.81,3,12,1,5,4,4.37,6.74,1,0,0,0,0,4
13867,1,13.23,0,3,0,1,3,8.33,18.22,1,0,0,0,0,0
13868,1,3.64,3,3,0,2,9,5.43,4.6,3,0,0,0,2,0
13869,1,9.53,0,1,0,3,5,12.7,31.95,5,0,0,0,0,3
13871,0,6.27,0,1,0,3,1,5.25,4.35,2,1,2,0,3,2
13873,1,1.61,4,1,0,3,1,4.66,1.67,1,0,0,0,0,2
13874,0,1.67,0,3,0,3,5,7.32,3.01,3,0,0,6,2,1
13875,1,11.78,3,2,0,4,5,10.89,16.02,5,1,4,0,0,4
13876,0,3.6,4,5,0,2,5,4.46,3.0,3,0,0,2,0,4
13877,1,19.84,5,5,1,5,5,7.5,33.41,5,0,0,0,0,0
13878,0,9.83,0,5,0,1,5,7.47,31.61,5,0,0,0,2,1
13879,0,5.26,3,2,0,1,3,4.0,6.28,5,0,0,0,0,3
13880,0,7.3,6,5,0,4,11,4.96,11.37,5,1,6,4,0,1
13881,0,5.89,0,3,1,2,3,6.4,16.14,5,0,0,0,2,0
13882,0,6.53,3,10,0,2,5,7.31,10.28,1,0,0,1,0,0
13883,0,10.78,5,8,0,2,1,6.0,22.55,5,0,0,0,2,0
13884,1,2.49,1,2,0,0,0,3.09,14.21,1,0,0,0,0,1
13885,1,9.1,4,5,0,4,5,13.06,12.63,5,1,2,0,0,4
13886,0,5.8,0,1,0,3,1,6.75,4.8,5,1,2,0,0,1
13887,0,3.72,0,5,0,5,5,3.5,5.24,5,0,0,4,0,0
13888,1,0.67,0,6,0,5,6,4.45,0.88,6,0,0,2,0,0
13889,0,5.03,1,2,0,0,0,5.32,19.81,1,0,0,0,1,2
13890,1,7.72,0,3,0,2,3,5.79,14.8,3,0,0,0,0,0
13891,1,2.01,4,1,0,3,2,5.16,2.13,2,0,0,0,2,2
13892,1,4.49,0,8,0,1,12,6.65,7.73,5,1,6,0,0,2
13893,0,5.25,3,1,0,2,2,6.74,4.51,5,0,0,0,2,1
13894,1,10.25,0,12,1,2,1,9.2,20.6,2,0,0,0,0,0
13895,1,1.68,4,1,0,3,1,4.93,1.59,1,0,0,6,2,1
13897,0,4.97,0,6,0,3,3,7.77,5.31,1,0,0,0,0,0
13898,0,7.14,0,1,0,4,4,5.03,9.89,1,0,0,0,2,3
13900,0,8.57,5,1,0,1,12,7.17,17.98,10,0,0,1,3,3
13903,1,3.57,0,1,0,1,4,3.53,2.86,1,0,0,2,2,3
13904,1,4.45,5,12,0,3,5,4.99,8.98,5,0,0,0,0,4
13905,1,14.86,3,2,1,5,10,4.96,22.91,8,0,0,1,0,4
13906,1,1.89,3,11,0,3,5,4.17,2.56,5,0,0,2,2,2
13907,0,4.01,0,1,0,6,3,4.96,11.16,1,0,0,0,0,1
13908,1,7.83,3,9,0,2,5,6.39,17.11,5,0,0,0,2,4
13909,1,0.75,3,6,0,5,6,4.25,1.01,6,0,0,2,2,4
13911,0,4.19,0,1,0,5,6,6.48,8.74,6,0,0,0,0,1
13913,0,9.2,5,5,1,5,6,6.4,17.46,5,0,0,0,0,0
13914,1,6.75,0,12,1,2,12,8.83,19.49,1,0,0,0,0,3
13915,0,7.17,0,11,0,3,5,4.42,15.58,5,0,0,0,0,2
13917,0,4.8,5,3,0,0,0,4.34,15.87,3,0,0,0,2,1
13918,0,1.14,2,9,1,3,5,4.85,1.03,1,0,0,0,2,0
13919,0,8.09,3,1,0,1,1,9.55,13.25,1,0,0,0,0,3
13920,0,4.67,0,1,0,6,1,5.09,10.28,1,0,0,0,0,3
13921,1,6.06,5,9,1,5,3,5.62,8.9,9,0,0,0,0,0
13922,1,1.17,0,3,0,0,0,2.75,5.47,3,0,0,0,0,4
13924,0,5.45,5,3,0,0,0,3.98,12.45,3,0,0,0,2,0
13925,1,5.1,3,1,0,2,3,6.86,5.06,3,0,0,0,0,4
13926,1,2.65,2,5,0,3,5,3.34,3.51,5,0,0,0,2,1
13927,1,5.16,5,12,0,3,5,4.59,7.23,3,0,0,0,0,3
13928,0,7.54,5,2,0,1,2,6.78,21.05,12,0,0,0,3,3
13929,1,6.45,4,5,0,4,5,11.76,12.09,5,1,2,0,2,2
13932,1,2.25,1,2,0,0,0,0.0,0.0,0,0,0,0,1,1
13933,1,12.57,5,11,1,5,1,5.33,27.15,8,0,0,0,2,1
13934,1,6.32,0,9,0,3,1,7.25,10.6,1,1,3,0,0,3
13935,0,5.15,0,1,0,3,1,5.89,4.19,5,1,2,0,3,2
13936,1,2.67,3,5,0,5,5,2.75,7.08,5,0,0,2,0,0
13937,1,10.18,0,3,1,6,6,8.65,28.72,9,0,0,0,2,4
13938,1,2.81,1,5,0,0,0,5.64,31.86,5,1,0,5,2,0
13939,1,6.31,0,9,0,3,3,8.23,10.28,9,1,3,0,0,2
13940,1,6.0,0,11,0,4,3,8.32,7.58,6,0,0,2,2,0
13941,1,3.25,3,10,0,2,5,3.95,2.73,1,0,0,0,0,3
13942,1,3.63,0,1,0,3,5,5.64,3.44,3,1,7,2,0,2
13943,1,1.16,0,3,0,0,0,2.57,5.42,3,0,0,0,0,1
13944,0,3.74,5,3,0,0,0,7.4,8.92,3,0,0,0,0,3
13945,1,10.38,0,1,0,6,5,11.89,33.58,1,0,0,0,2,3
13946,0,6.61,5,5,0,5,5,3.52,9.73,5,0,0,2,2,1
13947,0,8.79,0,12,0,3,5,4.27,14.68,5,0,0,0,2,3
13949,0,9.43,3,9,0,2,5,8.01,21.73,5,0,0,0,0,1
13950,1,15.59,0,6,0,4,5,18.76,18.58,5,1,4,0,3,4
13951,0,7.9,3,1,0,1,2,6.2,18.71,12,0,0,0,0,4
13952,1,6.25,0,8,1,1,5,2.99,9.48,5,0,0,0,0,3
13953,0,9.58,0,1,1,6,1,7.34,17.23,1,1,1,0,2,1
13954,0,6.83,3,5,0,4,4,4.31,12.02,5,1,6,2,0,0
13955,0,5.69,3,2,0,1,5,4.61,8.23,5,0,0,0,2,4
13959,0,11.43,5,12,0,1,12,8.38,20.67,12,0,0,1,0,3
13960,0,15.1,6,1,1,4,2,10.92,18.06,5,1,2,4,2,0
13961,1,14.78,5,11,1,5,10,5.07,24.16,8,0,0,1,0,0
13962,1,2.15,4,1,0,3,2,4.77,2.34,2,0,0,0,2,3
13965,0,6.0,0,1,0,4,5,11.98,10.51,1,0,0,0,2,4
13966,1,6.96,0,1,0,4,5,8.48,18.23,5,1,1,0,0,4
13968,0,13.12,0,7,0,2,5,8.22,19.36,5,0,0,0,0,2
13969,0,2.21,5,1,0,5,4,6.28,2.93,1,0,0,6,2,4
13970,1,10.36,0,1,0,2,5,10.86,12.18,5,0,0,0,0,2
13971,1,6.2,0,1,0,1,1,4.75,7.07,1,0,0,0,0,4
13972,1,7.52,0,9,0,2,5,6.04,16.84,5,0,0,0,0,1
13973,0,10.95,0,1,0,2,1,6.78,20.81,4,0,0,0,3,4
13974,1,9.39,5,1,1,5,1,5.07,14.95,1,0,0,6,2,1
13975,1,3.5,4,12,0,3,2,5.78,5.09,12,0,0,1,0,0
13977,1,6.82,4,5,0,4,5,12.28,12.4,5,1,2,0,0,0
13978,1,6.54,5,9,1,5,5,5.98,8.71,1,0,0,0,0,0
13979,1,4.01,5,12,0,3,5,4.56,7.02,5,0,0,0,0,1
13983,0,7.79,3,1,0,1,3,9.83,12.84,1,0,0,0,0,2
13984,0,7.88,0,2,0,3,5,7.82,13.91,2,0,0,2,0,2
13985,1,4.51,0,6,0,3,1,4.04,5.51,1,1,3,0,3,1
13986,1,3.94,2,3,1,2,4,4.66,11.82,5,0,0,2,0,2
13987,1,15.75,5,11,1,5,1,5.76,25.71,2,0,0,0,2,2
13989,0,4.83,0,3,1,6,3,5.89,14.42,3,0,0,0,2,4
13990,0,7.11,3,5,0,1,5,7.78,30.05,5,0,0,4,1,0
13991,0,14.96,5,1,0,3,11,6.1,20.3,5,0,0,0,3,0
13992,0,11.91,0,3,0,2,5,7.52,19.29,5,0,0,0,2,4
13994,0,1.74,0,3,0,5,5,6.94,2.55,3,0,0,6,2,0
13996,1,6.52,4,5,0,4,5,13.24,12.54,5,1,2,0,2,0
13998,1,6.22,0,1,1,5,1,8.02,10.34,9,0,0,0,0,3
13999,0,7.88,0,9,0,2,5,7.02,18.46,5,0,0,0,2,4
14000,1,3.51,4,2,0,3,1,10.26,2.61,1,0,0,2,2,2
14001,1,2.78,4,2,0,3,1,9.54,2.43,2,0,0,2,0,3
14003,1,8.18,3,3,0,1,3,8.09,22.84,12,0,0,0,0,4
14004,1,12.29,0,1,1,5,1,6.33,16.32,1,0,0,6,2,3
14005,1,4.09,5,1,1,5,10,6.37,5.96,9,0,0,0,2,0
14006,0,3.66,0,6,0,3,5,7.34,6.49,6,0,0,0,3,2
14007,1,2.3,0,1,0,3,4,6.73,2.37,5,0,0,0,2,3
14008,1,0.68,3,6,0,5,6,4.86,1.02,6,0,0,2,0,1
14009,1,1.09,3,3,0,0,0,2.78,5.28,3,0,0,0,2,3
14010,1,1.8,4,1,0,3,1,4.9,1.36,1,0,0,6,2,0
14011,1,11.06,0,2,0,4,5,10.14,14.78,5,1,4,0,0,4
14012,1,5.48,5,6,0,5,3,2.94,6.11,3,0,0,6,2,4
14013,0,5.67,0,2,0,3,1,5.23,4.33,2,1,2,0,3,1
14014,0,6.21,3,2,0,1,5,5.85,11.61,2,0,0,0,2,3
14015,1,7.34,0,9,0,2,5,6.11,16.99,5,0,0,0,2,3
14016,0,5.79,0,5,0,4,5,6.43,12.37,5,1,4,0,0,4
14020,1,9.19,0,1,0,3,1,10.93,14.25,1,0,0,6,0,4
14021,1,2.98,3,6,1,5,3,2.93,4.94,1,0,0,0,0,4
14023,1,1.78,0,1,0,5,1,2.38,2.47,1,0,0,6,2,4
14024,0,10.44,0,1,1,4,2,9.47,16.42,5,1,7,4,0,0
14025,1,6.32,0,9,0,3,5,6.96,9.25,9,1,3,0,0,3
14026,0,3.67,6,5,0,4,1,3.59,10.84,5,1,6,4,2,1
14027,1,7.56,5,2,1,5,5,4.64,12.28,8,0,0,0,2,3
14028,0,9.71,6,1,1,4,4,9.39,17.9,5,1,1,1,0,3
14029,1,9.44,5,6,1,5,6,5.24,12.78,5,1,0,0,2,3
14030,0,9.27,0,3,0,2,5,8.86,19.18,5,0,0,0,0,2
14032,0,10.9,0,1,1,4,4,9.09,16.87,5,1,2,1,0,0
14033,0,14.46,3,1,0,3,11,6.82,19.05,5,0,0,0,2,2
14034,1,3.42,3,1,1,5,3,3.8,6.95,1,0,0,0,2,3
14035,1,5.37,5,1,1,5,4,5.1,5.51,1,0,0,0,2,2
14038,0,6.99,5,6,0,5,6,5.68,12.82,5,0,0,2,0,2
14039,1,12.72,1,1,0,0,0,3.29,25.87,1,0,0,0,1,3
14041,0,8.56,0,5,0,1,5,7.08,33.01,5,0,0,0,1,2
14042,0,4.89,0,3,0,3,6,4.67,9.66,5,0,0,0,2,3
14043,1,8.87,3,8,0,2,1,7.2,13.63,5,0,0,0,2,3
14044,1,7.18,0,1,0,1,2,5.52,7.87,1,0,0,0,0,1
14045,1,4.57,3,1,0,2,3,5.88,4.76,3,0,0,1,0,4
14046,0,8.18,3,10,0,5,10,6.66,13.43,5,0,0,0,3,2
14047,0,4.57,4,2,0,3,2,5.55,4.06,2,0,0,0,3,4
14048,1,12.89,3,1,0,5,3,3.89,22.3,1,0,0,0,2,4
14049,0,3.27,0,6,0,3,9,4.0,5.99,9,0,0,2,3,3
14054,0,4.94,0,5,0,2,12,7.06,3.96,5,0,0,0,2,2
14055,0,8.46,3,1,0,4,1,4.59,12.8,5,1,2,3,0,2
14056,1,2.42,3,9,0,2,5,3.67,5.62,5,0,0,0,0,0
